time,mass_initial,mass_remaining,mass_lost,error_percent
9861.75,1e-06,9.999999552927787e-07,4.470722111307402e-14,1.0024150185952024e-14
19723.5,1e-06,9.999999088161538e-07,9.118384618183727e-14,2.4882439999098407e-16
29585.25,1e-06,9.999998622696416e-07,1.3773035842529827e-13,6.3792467723709264e-15
39447.0,1e-06,9.999998157203691e-07,1.8427963082221652e-13,1.4913560563609789e-15
49308.75,1e-06,9.999997691709876e-07,2.308290122294513e-13,7.914079793117894e-15
59170.5,1e-06,9.99999722621602e-07,2.7737839794197116e-13,1.0307476206493754e-14
69032.25,1e-06,9.999996760722162e-07,3.239277838245253e-13,4.302550875626163e-15
78894.0,1e-06,9.999996295228302e-07,3.704771697137948e-13,1.5917067365697817e-15
88755.75,1e-06,9.999995829734443e-07,4.1702655560332947e-13,7.459448524930714e-15
98617.5,1e-06,9.999995364240585e-07,4.635759414928746e-13,7.849683499702892e-15
108479.25,1e-06,9.999994898746726e-07,5.101253273824202e-13,1.9830322326573377e-15
118341.0,1e-06,9.999994433252866e-07,5.566747132719658e-13,3.883619034388217e-15
128202.75,1e-06,9.999993967759007e-07,6.032240991615114e-13,9.750270301433772e-15
138064.5,1e-06,9.99999350226515e-07,6.497734850510568e-13,5.558892015458595e-15
147926.25,1e-06,9.99999303677129e-07,6.963228709406024e-13,3.077592515869596e-16
157788.0,1e-06,9.99999257127743e-07,7.42872256830148e-13,6.174410518632514e-15
167649.75,1e-06,9.999992105783573e-07,7.894216427196936e-13,9.13476189567944e-15
177511.5,1e-06,9.999991640289714e-07,8.359710286092391e-13,3.2681106286338847e-15
187373.25,1e-06,9.999991174795854e-07,8.825204144987847e-13,2.59854063841167e-15
197235.0,1e-06,9.999990709301995e-07,9.290698003883303e-13,8.465191905457225e-15
207096.75,1e-06,9.999990243808137e-07,9.756191862778758e-13,6.843970411435142e-15
216958.5,1e-06,9.999989778314278e-07,1.0221685721674214e-12,9.773292418091742e-16
226820.25,1e-06,9.999989312820418e-07,1.068717958056967e-12,4.889332122655967e-15
236682.0,1e-06,9.999988847326561e-07,1.1152673439465126e-12,1.0419850389075573e-14
246543.75,1e-06,9.999988381832702e-07,1.161816729836058e-12,4.553189024610432e-15
256405.5,1e-06,9.999987916338842e-07,1.2083661157256035e-12,1.31347233985471e-15
266267.25,1e-06,9.999987450844983e-07,1.2549155016151492e-12,7.180113509480678e-15
276129.0,1e-06,9.999986985351125e-07,1.3014648875046947e-12,8.129048807411689e-15
285990.75,1e-06,9.999986519857266e-07,1.3480142733942404e-12,2.262407637785721e-15
295852.5,1e-06,9.999986054363406e-07,1.3945636592837858e-12,3.6042537266794204e-15
305714.25,1e-06,9.999985588869547e-07,1.4411130451733313e-12,9.470915091144562e-15
315576.0,1e-06,9.99998512337569e-07,1.487662431062877e-12,5.8382674205869786e-15
