temperature_K,axis,wavelength_um,n,k
50,a,0.185,1.9391337,3.1769899e-06
50,a,0.186,1.9353913,3.126018e-06
50,a,0.187,1.9316489,3.1014485e-06
50,a,0.188,1.9279065,3.0764095e-06
50,a,0.189,1.924164,3.0520637e-06
50,a,0.19,1.9204216,3.0397182e-06
50,a,0.191,1.9166792,3.0222808e-06
50,a,0.192,1.9129368,2.9941766e-06
50,a,0.193,1.9091944,2.9768491e-06
50,a,0.194,1.905452,2.9536362e-06
50,a,0.195,1.9017096,2.923465e-06
50,a,0.196,1.8979671,2.8780204e-06
50,a,0.197,1.8942247,2.8281163e-06
50,a,0.198,1.8904823,2.7719467e-06
50,a,0.199,1.8867399,2.696638e-06
50,a,0.2,1.8829975,2.6137057e-06
50,a,0.201,1.8792551,2.52149e-06
50,a,0.202,1.8759604,2.4137476e-06
50,a,0.203,1.8734258,2.2957869e-06
50,a,0.204,1.8708911,2.1745371e-06
50,a,0.205,1.8683565,2.0501733e-06
50,a,0.206,1.8658219,1.9128652e-06
50,a,0.207,1.8632873,1.7870308e-06
50,a,0.208,1.8607526,1.671759e-06
50,a,0.209,1.858218,1.5519419e-06
50,a,0.21,1.8556834,1.4283282e-06
50,a,0.211,1.8531488,1.3259327e-06
50,a,0.212,1.8506142,1.2178962e-06
50,a,0.213,1.8480795,1.1177399e-06
50,a,0.214,1.8455449,1.0372371e-06
50,a,0.215,1.8430103,9.596041e-07
50,a,0.216,1.8404757,8.9228147e-07
50,a,0.217,1.837941,8.2593477e-07
50,a,0.218,1.8354064,7.5819913e-07
50,a,0.219,1.8328718,7.1239849e-07
50,a,0.22,1.8303372,6.6571944e-07
50,a,0.221,1.8278025,6.2341779e-07
50,a,0.222,1.8252679,5.7279115e-07
50,a,0.223,1.8227333,5.3045068e-07
50,a,0.224,1.8201987,5.0309255e-07
50,a,0.225,1.817664,4.7643668e-07
50,a,0.226,1.8151294,4.4599881e-07
50,a,0.227,1.8125948,4.2056763e-07
50,a,0.228,1.8103033,3.8777782e-07
50,a,0.229,1.8083614,3.5440644e-07
50,a,0.23,1.8064194,3.2737709e-07
50,a,0.231,1.8044775,3.0608884e-07
50,a,0.232,1.8025355,2.8545435e-07
50,a,0.233,1.8005936,2.7220501e-07
50,a,0.234,1.7986517,2.6257873e-07
50,a,0.235,1.7967097,2.2865731e-07
50,a,0.236,1.7947678,2.0020163e-07
50,a,0.237,1.7928258,1.8490476e-07
50,a,0.238,1.7908839,1.8064278e-07
50,a,0.239,1.7889419,1.6687881e-07
50,a,0.24,1.787,1.4895221e-07
50,a,0.241,1.7857333,1.4298935e-07
50,a,0.242,1.7844667,1.3690927e-07
50,a,0.243,1.7832,1.1816196e-07
50,a,0.244,1.7819333,9.8240334e-08
50,a,0.245,1.7806667,9.3315463e-08
50,a,0.246,1.7794,8.6298924e-08
50,a,0.247,1.7781333,7.9973321e-08
50,a,0.248,1.7768667,6.6150945e-08
50,a,0.249,1.7756,5.5324243e-08
50,a,0.25,1.7743333,5.3625624e-08
50,a,0.26,1.7619,0.0
50,a,0.27,1.7511074,0.0
50,a,0.28,1.7420589,0.0
50,a,0.29,1.7337196,0.0
50,a,0.3,1.7265,0.0
50,a,0.31,1.7205,0.0
50,a,0.32,1.7151242,0.0
50,a,0.33,1.7103727,0.0
50,a,0.34,1.7064018,0.0
50,a,0.35,1.7034345,0.0
50,a,0.36,1.7004673,0.0
50,a,0.37,1.6975,0.0
50,a,0.38,1.6951667,0.0
50,a,0.39,1.6928333,0.0
50,a,0.4,1.6905,0.0
50,a,0.41,1.6887689,0.0
50,a,0.42,1.6870379,0.0
50,a,0.43,1.6853068,0.0
50,a,0.44,1.683928,0.0
50,a,0.45,1.6828567,0.0
50,a,0.46,1.6817853,0.0
50,a,0.47,1.680714,0.0
50,a,0.48,1.6796427,0.0
50,a,0.49,1.6785713,0.0
50,a,0.5,1.6775,0.0
50,a,0.51,1.6767,0.0
50,a,0.52,1.6759,0.0
50,a,0.53,1.6751,0.0
50,a,0.54,1.6743,0.0
50,a,0.55,1.6735,0.0
50,a,0.56,1.6728995,0.0
50,a,0.57,1.672299,0.0
50,a,0.58,1.6716984,0.0
50,a,0.59,1.6710979,0.0
50,a,0.6,1.6704974,0.0
50,a,0.61,1.6698969,0.0
50,a,0.62,1.6693943,0.0
50,a,0.63,1.6690825,0.0
50,a,0.64,1.6687707,0.0
50,a,0.65,1.6684589,0.0
50,a,0.66,1.6681471,0.0
50,a,0.67,1.6678353,0.0
50,a,0.68,1.6675236,0.0
50,a,0.69,1.6672118,0.0
50,a,0.7,1.6669,0.0
50,a,0.71,1.66671,0.0
50,a,0.72,1.66652,0.0
50,a,0.73,1.66633,0.0
50,a,0.74,1.66614,0.0
50,a,0.75,1.66595,0.0
50,a,0.76,1.66576,0.0
50,a,0.77,1.66557,0.0
50,a,0.78,1.66538,0.0
50,a,0.79,1.66519,0.0
50,a,0.8,1.665,0.0
50,a,0.81,1.66483,0.0
50,a,0.82,1.66466,0.0
50,a,0.83,1.66449,0.0
50,a,0.84,1.66432,0.0
50,a,0.85,1.66415,0.0
50,a,0.86,1.66398,0.0
50,a,0.87,1.66381,0.0
50,a,0.88,1.66364,0.0
50,a,0.89,1.66347,0.0
50,a,0.9,1.6633,0.0
50,a,0.91,1.66315,0.0
50,a,0.92,1.663,0.0
50,a,0.93,1.66285,0.0
50,a,0.94,1.6627,0.0
50,a,0.95,1.66255,0.0
50,a,0.96,1.6624,0.0
50,a,0.97,1.66225,0.0
50,a,0.98,1.6621,0.0
50,a,0.99,1.66195,0.0
50,a,1.0,1.6618,0.0
50,a,1.01,1.66167,0.0
50,a,1.02,1.66154,0.0
50,a,1.03,1.66141,0.0
50,a,1.04,1.66128,0.0
50,a,1.05,1.66115,0.0
50,a,1.06,1.66102,0.0
50,a,1.07,1.66089,0.0
50,a,1.08,1.66076,0.0
50,a,1.09,1.66063,0.0
50,a,1.1,1.6605,0.0
50,a,1.11,1.6604249,0.0
50,a,1.12,1.6603499,0.0
50,a,1.13,1.6602748,0.0
50,a,1.14,1.6601997,0.0
50,a,1.15,1.6601247,0.0
50,a,1.16,1.6600496,0.0
50,a,1.17,1.6599745,0.0
50,a,1.18,1.6598995,0.0
50,a,1.19,1.6598244,0.0
50,a,1.2,1.6597493,0.0
50,a,1.21,1.6596743,0.0
50,a,1.22,1.6595992,0.0
50,a,1.23,1.6595242,0.0
50,a,1.24,1.6594491,0.0
50,a,1.25,1.659374,0.0
50,a,1.26,1.6592,0.0
50,a,1.27,1.6591,0.0
50,a,1.28,1.659,0.0
50,a,1.29,1.6589,0.0
50,a,1.3,1.6588,0.0
50,a,1.31,1.6587,0.0
50,a,1.32,1.6587,0.0
50,a,1.33,1.6586,0.0
50,a,1.34,1.6585,0.0
50,a,1.35,1.6584,0.0
50,a,1.36,1.6583,0.0
50,a,1.37,1.6582,0.0
50,a,1.38,1.6581,0.0
50,a,1.39,1.658,0.0
50,a,1.4,1.6579,0.0
50,a,1.41,1.6579,0.0
50,a,1.42,1.6578,0.0
50,a,1.43,1.6577,0.0
50,a,1.44,1.6576,0.0
50,a,1.45,1.6575,0.0
50,a,1.46,1.6574,0.0
50,a,1.47,1.6573,0.0
50,a,1.48,1.6572,0.0
50,a,1.49,1.6571,0.0
50,a,1.5,1.657,0.0
50,a,1.51,1.6569,0.0
50,a,1.52,1.6568,0.0
50,a,1.53,1.6567,0.0
50,a,1.54,1.6566,0.0
50,a,1.55,1.6565,0.0
50,a,1.56,1.6564,0.0
50,a,1.57,1.6563,0.0
50,a,1.58,1.6562,0.0
50,a,1.59,1.6561,0.0
50,a,1.6,1.656,0.0
50,a,1.61,1.6558,0.0
50,a,1.62,1.6557,0.0
50,a,1.63,1.6556,0.0
50,a,1.64,1.6555,0.0
50,a,1.65,1.6554,0.0
50,a,1.66,1.6553,0.0
50,a,1.67,1.6552,0.0
50,a,1.68,1.6551,0.0
50,a,1.69,1.655,0.0
50,a,1.7,1.6549,0.0
50,a,1.71,1.6547,0.0
50,a,1.72,1.6546,0.0
50,a,1.73,1.6545,0.0
50,a,1.74,1.6544,0.0
50,a,1.75,1.6543,0.0
50,a,1.76,1.6542,0.0
50,a,1.77,1.654,0.0
50,a,1.78,1.6539,0.0
50,a,1.79,1.6538,0.0
50,a,1.8,1.6537,0.0
50,a,1.81,1.6536,0.0
50,a,1.82,1.6534,0.0
50,a,1.83,1.6533,0.0
50,a,1.84,1.6532,0.0
50,a,1.85,1.6531,0.0
50,a,1.86,1.6529,0.0
50,a,1.87,1.6528,0.0
50,a,1.88,1.6527,0.0
50,a,1.89,1.6526,0.0
50,a,1.9,1.6524,0.0
50,a,1.91,1.6523,0.0
50,a,1.92,1.6522,0.0
50,a,1.93,1.6521,0.0
50,a,1.94,1.6519,0.0
50,a,1.95,1.6518,0.0
50,a,1.96,1.6517,0.0
50,a,1.97,1.6515,0.0
50,a,1.98,1.6514,0.0
50,a,1.99,1.6513,0.0
50,a,2.0,1.6511,0.0
50,a,2.01,1.651,0.0
50,a,2.02,1.6509,0.0
50,a,2.03,1.6507,0.0
50,a,2.04,1.6506,0.0
50,a,2.05,1.6504,0.0
50,a,2.06,1.6503,0.0
50,a,2.07,1.6502,0.0
50,a,2.08,1.65,0.0
50,a,2.09,1.6499,0.0
50,a,2.1,1.6497,0.0
50,a,2.11,1.6496,0.0
50,a,2.12,1.6494,0.0
50,a,2.13,1.6493,0.0
50,a,2.14,1.6492,0.0
50,a,2.15,1.649,0.0
50,a,2.16,1.6489,0.0
50,a,2.17,1.6487,0.0
50,a,2.18,1.6486,0.0
50,a,2.19,1.6484,0.0
50,a,2.2,1.6483,0.0
50,a,2.21,1.6481,0.0
50,a,2.22,1.648,0.0
50,a,2.23,1.6478,0.0
50,a,2.24,1.6477,0.0
50,a,2.25,1.6475,0.0
50,a,2.26,1.6473,0.0
50,a,2.27,1.6472,0.0
50,a,2.28,1.647,0.0
50,a,2.29,1.6469,0.0
50,a,2.3,1.6467,0.0
50,a,2.31,1.6466,0.0
50,a,2.32,1.6464,0.0
50,a,2.33,1.6462,0.0
50,a,2.34,1.6461,0.0
50,a,2.35,1.6459,0.0
50,a,2.36,1.6457,0.0
50,a,2.37,1.6456,0.0
50,a,2.38,1.6454,0.0
50,a,2.39,1.6453,0.0
50,a,2.4,1.6451,0.0
50,a,2.41,1.6449,0.0
50,a,2.42,1.6448,0.0
50,a,2.43,1.6446,0.0
50,a,2.44,1.6444,0.0
50,a,2.45,1.6442,0.0
50,a,2.46,1.6441,0.0
50,a,2.47,1.6439,0.0
50,a,2.48,1.6437,0.0
50,a,2.49,1.6436,0.0
50,a,2.5,1.6434,0.0
50,a,2.51,1.6432,0.0
50,a,2.52,1.643,0.0
50,a,2.53,1.6429,0.0
50,a,2.54,1.6427,0.0
50,a,2.55,1.6425,0.0
50,a,2.56,1.6423,0.0
50,a,2.57,1.6421,0.0
50,a,2.58,1.642,0.0
50,a,2.59,1.6418,0.0
50,a,2.6,1.6416,0.0
50,a,2.61,1.6414,0.0
50,a,2.62,1.6412,0.0
50,a,2.63,1.641,0.0
50,a,2.64,1.6409,0.0
50,a,2.65,1.6407,0.0
50,a,2.66,1.6405,0.0
50,a,2.67,1.6403,0.0
50,a,2.68,1.6401,0.0
50,a,2.69,1.6399,0.0
50,a,2.7,1.6397,0.0
50,a,2.71,1.6395,0.0
50,a,2.72,1.6393,0.0
50,a,2.73,1.6392,0.0
50,a,2.74,1.639,0.0
50,a,2.75,1.6388,0.0
50,a,2.76,1.6386,0.0
50,a,2.77,1.6384,0.0
50,a,2.78,1.6382,0.0
50,a,2.79,1.638,0.0
50,a,2.8,1.6378,0.0
50,a,2.81,1.6376,0.0
50,a,2.82,1.6374,0.0
50,a,2.83,1.6372,0.0
50,a,2.84,1.637,0.0
50,a,2.85,1.6368,0.0
50,a,2.86,1.6366,0.0
50,a,2.87,1.6364,0.0
50,a,2.88,1.6361,0.0
50,a,2.89,1.6359,0.0
50,a,2.9,1.6357,0.0
50,a,2.91,1.6355,0.0
50,a,2.92,1.6353,0.0
50,a,2.93,1.6351,0.0
50,a,2.94,1.6349,0.0
50,a,2.95,1.6347,0.0
50,a,2.96,1.6345,0.0
50,a,2.97,1.6342,0.0
50,a,2.98,1.634,0.0
50,a,2.99,1.6338,0.0
50,a,3.0,1.6336,0.0
50,a,3.01,1.6334,0.0
50,a,3.02,1.6332,0.0
50,a,3.03,1.6329,0.0
50,a,3.04,1.6327,0.0
50,a,3.05,1.6325,0.0
50,a,3.06,1.6323,0.0
50,a,3.07,1.6321,0.0
50,a,3.08,1.6318,0.0
50,a,3.09,1.6316,0.0
50,a,3.1,1.6314,0.0
50,a,3.11,1.6312,0.0
50,a,3.12,1.6309,0.0
50,a,3.13,1.6307,0.0
50,a,3.14,1.6305,1.0091806e-07
50,a,3.15,1.6302,1.8264259e-07
50,a,3.16,1.63,1.9425808e-07
50,a,3.17,1.6298,2.4439547e-07
50,a,3.18,1.6295,3.6578356e-07
50,a,3.19,1.6293,4.0381864e-07
50,a,3.2,1.6291,5.739059e-07
50,a,3.21,1.6288,7.1386181e-07
50,a,3.22,1.6286,9.0222613e-07
50,a,3.23,1.6283,1.2164923e-06
50,a,3.24,1.6281,1.4948571e-06
50,a,3.25,1.6279,2.0057433e-06
50,a,3.26,1.6276,2.6015147e-06
50,a,3.27,1.6274,3.3375417e-06
50,a,3.28,1.6271,4.4224782e-06
50,a,3.29,1.6269,5.6821818e-06
50,a,3.3,1.6267,7.4311534e-06
50,a,3.31,1.6264,9.497322e-06
50,a,3.32,1.6262,1.126354e-05
50,a,3.33,1.6259,1.2961873e-05
50,a,3.34,1.6257,1.4219586e-05
50,a,3.35,1.6254,1.4459039e-05
50,a,3.36,1.6252,1.3754878e-05
50,a,3.37,1.6249,1.2647993e-05
50,a,3.38,1.6247,1.1768765e-05
50,a,3.39,1.6244,1.1157308e-05
50,a,3.4,1.6241,1.062269e-05
50,a,3.41,1.6239,1.0430739e-05
50,a,3.42,1.6236,1.0476515e-05
50,a,3.43,1.6234,1.0687433e-05
50,a,3.44,1.6231,1.1239173e-05
50,a,3.45,1.6228,1.1718201e-05
50,a,3.46,1.6226,1.181558e-05
50,a,3.47,1.6223,1.1787493e-05
50,a,3.48,1.6221,1.1603226e-05
50,a,3.49,1.6218,1.1437893e-05
50,a,3.5,1.6215,1.1605559e-05
50,a,3.51,1.6213,1.1903401e-05
50,a,3.52,1.621,1.215675e-05
50,a,3.53,1.6207,1.2231163e-05
50,a,3.54,1.6205,1.1948342e-05
50,a,3.55,1.6202,1.1465455e-05
50,a,3.56,1.6199,1.0963502e-05
50,a,3.57,1.6196,1.0376678e-05
50,a,3.58,1.6194,9.8861803e-06
50,a,3.59,1.6191,9.5110806e-06
50,a,3.6,1.6188,9.0942495e-06
50,a,3.61,1.6185,8.804035e-06
50,a,3.62,1.6183,8.6431732e-06
50,a,3.63,1.618,8.4729303e-06
50,a,3.64,1.6177,8.4310282e-06
50,a,3.65,1.6174,8.6602075e-06
50,a,3.66,1.6171,9.1225406e-06
50,a,3.67,1.6169,9.9688795e-06
50,a,3.68,1.6166,1.1180673e-05
50,a,3.69,1.6163,1.2478917e-05
50,a,3.7,1.616,1.3813668e-05
50,a,3.71,1.6157,1.5152497e-05
50,a,3.72,1.6154,1.6247733e-05
50,a,3.73,1.6151,1.718247e-05
50,a,3.74,1.6148,1.7952676e-05
50,a,3.75,1.6145,1.8525565e-05
50,a,3.76,1.6143,1.9014098e-05
50,a,3.77,1.614,1.9378404e-05
50,a,3.78,1.6137,1.9324149e-05
50,a,3.79,1.6134,1.8861934e-05
50,a,3.8,1.6131,1.8371957e-05
50,a,3.81,1.6128,1.7942391e-05
50,a,3.82,1.6125,1.7597573e-05
50,a,3.83,1.6122,1.7486877e-05
50,a,3.84,1.6119,1.7584401e-05
50,a,3.85,1.6116,1.7823596e-05
50,a,3.86,1.6113,1.8207196e-05
50,a,3.87,1.6109,1.8525429e-05
50,a,3.88,1.6106,1.8498991e-05
50,a,3.89,1.6103,1.8326832e-05
50,a,3.9,1.61,1.7870622e-05
50,a,3.91,1.6097,1.68849e-05
50,a,3.92,1.6094,1.5911097e-05
50,a,3.93,1.6091,1.5536664e-05
50,a,3.94,1.6088,1.5728728e-05
50,a,3.95,1.6085,1.6223511e-05
50,a,3.96,1.6081,1.6996107e-05
50,a,3.97,1.6078,1.8365365e-05
50,a,3.98,1.6075,2.0772109e-05
50,a,3.99,1.6072,2.4285135e-05
50,a,4.0,1.6069,2.6916523e-05
50,a,4.01,1.6065,2.5287876e-05
50,a,4.02,1.6062,2.0888603e-05
50,a,4.03,1.6059,1.7201574e-05
50,a,4.04,1.6056,1.4852771e-05
50,a,4.05,1.6052,1.3417612e-05
50,a,4.06,1.6049,1.267884e-05
50,a,4.07,1.6046,1.2293696e-05
50,a,4.08,1.6042,1.2013299e-05
50,a,4.09,1.6039,1.1883e-05
50,a,4.1,1.6036,1.1882428e-05
50,a,4.11,1.6032,1.1883381e-05
50,a,4.12,1.6029,1.1924502e-05
50,a,4.13,1.6026,1.2110409e-05
50,a,4.14,1.6022,1.2302491e-05
50,a,4.15,1.6019,1.2483883e-05
50,a,4.16,1.6015,1.2788044e-05
50,a,4.17,1.6012,1.3148606e-05
50,a,4.18,1.6009,1.3442511e-05
50,a,4.19,1.6005,1.3774147e-05
50,a,4.2,1.6002,1.418124e-05
50,a,4.21,1.5998,1.4559911e-05
50,a,4.22,1.5995,1.4924322e-05
50,a,4.23,1.5991,1.5376129e-05
50,a,4.24,1.5988,1.588389e-05
50,a,4.25,1.5984,1.6374104e-05
50,a,4.26,1.5981,1.694398e-05
50,a,4.27,1.5977,1.7611817e-05
50,a,4.28,1.5974,1.8266881e-05
50,a,4.29,1.597,1.8938578e-05
50,a,4.3,1.5966,1.9696517e-05
50,a,4.31,1.5963,2.0486403e-05
50,a,4.32,1.5959,2.1264674e-05
50,a,4.33,1.5955,2.2120679e-05
50,a,4.34,1.5952,2.3086502e-05
50,a,4.35,1.5948,2.4063755e-05
50,a,4.36,1.5944,2.5053639e-05
50,a,4.37,1.5941,2.6063447e-05
50,a,4.38,1.5937,2.6961194e-05
50,a,4.39,1.5933,2.7651659e-05
50,a,4.4,1.593,2.82358e-05
50,a,4.41,1.5926,2.8804613e-05
50,a,4.42,1.5922,2.9359532e-05
50,a,4.43,1.5918,3.0003445e-05
50,a,4.44,1.5915,3.0789326e-05
50,a,4.45,1.5911,3.1610696e-05
50,a,4.46,1.5907,3.2509335e-05
50,a,4.47,1.5903,3.3627887e-05
50,a,4.48,1.5899,3.4889094e-05
50,a,4.49,1.5895,3.6212964e-05
50,a,4.5,1.5891,3.7668456e-05
50,a,4.51,1.5888,3.9311306e-05
50,a,4.52,1.5884,4.11189e-05
50,a,4.53,1.588,4.3054231e-05
50,a,4.54,1.5876,4.5191805e-05
50,a,4.55,1.5872,4.7349061e-05
50,a,4.56,1.5868,4.9288587e-05
50,a,4.57,1.5864,5.1092148e-05
50,a,4.58,1.586,5.2767364e-05
50,a,4.59,1.5856,5.4312173e-05
50,a,4.6,1.5852,5.5899023e-05
50,a,4.61,1.5848,5.7599888e-05
50,a,4.62,1.5844,5.9273532e-05
50,a,4.63,1.584,6.0946601e-05
50,a,4.64,1.5836,6.2748237e-05
50,a,4.65,1.5832,6.4679696e-05
50,a,4.66,1.5827,6.6838214e-05
50,a,4.67,1.5823,6.9321797e-05
50,a,4.68,1.5819,7.2128568e-05
50,a,4.69,1.5815,7.5344672e-05
50,a,4.7,1.5811,7.9244875e-05
50,a,4.71,1.5807,8.3873008e-05
50,a,4.72,1.5802,8.9340838e-05
50,a,4.73,1.5798,9.5898308e-05
50,a,4.74,1.5794,0.00010385234
50,a,4.75,1.579,0.00011368227
50,a,4.76,1.5785,0.00012610351
50,a,4.77,1.5781,0.00014171903
50,a,4.78,1.5777,0.00016
50,a,4.79,1.5772,0.000185
50,a,4.8,1.5768,0.00025
50,a,4.81,1.5764,0.00033
50,a,4.82,1.5759,0.00043
50,a,4.83,1.5755,0.00055
50,a,4.84,1.5751,0.0007
50,a,4.85,1.5746,0.00085
50,a,4.86,1.5742,0.001
50,a,4.87,1.5737,0.00118
50,a,4.88,1.5733,0.00138
50,a,4.89,1.5728,0.0015454669
50,a,4.9,1.5724,0.0016418259
50,a,4.91,1.5719,0.0017108513
50,a,4.92,1.5715,0.0017556389
50,a,4.93,1.571,0.0017903027
50,a,4.94,1.5706,0.0018105041
50,a,4.95,1.5701,0.0018255158
50,a,4.96,1.5696,0.001826057
50,a,4.97,1.5692,0.0018048335
50,a,4.98,1.5687,0.0018009105
50,a,4.99,1.5682,0.0017976436
50,a,5.0,1.5678,0.0018025579
50,a,5.01,1.5673,0.0018040679
50,a,5.02,1.5668,0.0018251904
50,a,5.03,1.5664,0.0018199869
50,a,5.04,1.5659,0.0018453228
50,a,5.05,1.5654,0.0018796299
50,a,5.06,1.5649,0.0018997115
50,a,5.07,1.5644,0.0018955886
50,a,5.08,1.564,0.001916402
50,a,5.09,1.5635,0.0019328253
50,a,5.1,1.563,0.0019078958
50,a,5.11,1.5625,0.0019083314
50,a,5.12,1.562,0.0019291468
50,a,5.13,1.5615,0.0019449437
50,a,5.14,1.561,0.0019657582
50,a,5.15,1.5605,0.0019976808
50,a,5.16,1.56,0.0020403298
50,a,5.17,1.5595,0.0020819061
50,a,5.18,1.559,0.0021362832
50,a,5.19,1.5585,0.0021816473
50,a,5.2,1.558,0.0022410201
50,a,5.21,1.5575,0.0022960659
50,a,5.22,1.557,0.0023115669
50,a,5.23,1.5565,0.0023474966
50,a,5.24,1.556,0.0023426238
50,a,5.25,1.5554,0.0024065956
50,a,5.26,1.5549,0.0023582545
50,a,5.27,1.5544,0.0023669531
50,a,5.28,1.5539,0.002364136
50,a,5.29,1.5534,0.0024627104
50,a,5.3,1.5528,0.0024602856
50,a,5.31,1.5523,0.002439303
50,a,5.32,1.5518,0.0025670643
50,a,5.33,1.5512,0.0027228895
50,a,5.34,1.5507,0.0027681144
50,a,5.35,1.5502,0.0028210965
50,a,5.36,1.5496,0.0029240646
50,a,5.37,1.5491,0.0030243309
50,a,5.38,1.5485,0.0030782404
50,a,5.39,1.548,0.0029719495
50,a,5.4,1.5474,0.002947663
50,a,5.41,1.5469,0.0029348635
50,a,5.42,1.5463,0.0027672532
50,a,5.43,1.5458,0.0027553694
50,a,5.44,1.5452,0.0027488089
50,a,5.45,1.5447,0.0026225645
50,a,5.46,1.5441,0.0026186833
50,a,5.47,1.5435,0.0026567862
50,a,5.48,1.543,0.0026663665
50,a,5.49,1.5424,0.0026455605
50,a,5.5,1.5418,0.0027685972
50,a,5.51,1.5413,0.0027775932
50,a,5.52,1.5407,0.0028288655
50,a,5.53,1.5401,0.0028764451
50,a,5.54,1.5395,0.0028495718
50,a,5.55,1.539,0.0028883035
50,a,5.56,1.5384,0.0029068902
50,a,5.57,1.5378,0.0029277143
50,a,5.58,1.5372,0.0029077058
50,a,5.59,1.5366,0.0029058432
50,a,5.6,1.536,0.0028425847
50,a,5.61,1.5354,0.0028233698
50,a,5.62,1.5348,0.0028537948
50,a,5.63,1.5342,0.0028332435
50,a,5.64,1.5336,0.0027957219
50,a,5.65,1.533,0.0027687614
50,a,5.66,1.5324,0.0027403391
50,a,5.67,1.5318,0.0027261658
50,a,5.68,1.5312,0.0026909169
50,a,5.69,1.5305,0.0027338346
50,a,5.7,1.5299,0.002701011
50,a,5.71,1.5293,0.0026838983
50,a,5.72,1.5287,0.0026701946
50,a,5.73,1.528,0.0026620668
50,a,5.74,1.5274,0.0026385642
50,a,5.75,1.5268,0.002637108
50,a,5.76,1.5262,0.0025913603
50,a,5.77,1.5255,0.0025750427
50,a,5.78,1.5249,0.0025317452
50,a,5.79,1.5242,0.002500528
50,a,5.8,1.5236,0.0024616271
50,a,5.81,1.5229,0.0024436828
50,a,5.82,1.5223,0.0024001783
50,a,5.83,1.5216,0.0022509031
50,a,5.84,1.521,0.0022036297
50,a,5.85,1.5203,0.0021790865
50,a,5.86,1.5196,0.0021920616
50,a,5.87,1.519,0.0022091282
50,a,5.88,1.5183,0.0022072361
50,a,5.89,1.5176,0.0022103017
50,a,5.9,1.517,0.0023382246
50,a,5.91,1.5163,0.0024295873
50,a,5.92,1.5156,0.0025594775
50,a,5.93,1.5149,0.0026786164
50,a,5.94,1.5142,0.0028223024
50,a,5.95,1.5135,0.002890766
50,a,5.96,1.5128,0.0029133237
50,a,5.97,1.5122,0.002934418
50,a,5.98,1.5115,0.0028913596
50,a,5.99,1.5108,0.0028167292
50,a,6.0,1.51,0.0026977585
50,a,6.01,1.5093,0.0025115987
50,a,6.02,1.5086,0.002339742
50,a,6.03,1.5079,0.0021161689
50,a,6.04,1.5072,0.0019842752
50,a,6.05,1.5065,0.001843191
50,a,6.06,1.5058,0.0017414753
50,a,6.07,1.505,0.0016662524
50,a,6.08,1.5043,0.0016120854
50,a,6.09,1.5036,0.0015747085
50,a,6.1,1.5028,0.0015517076
50,a,6.11,1.5021,0.0015400468
50,a,6.12,1.5013,0.0015336844
50,a,6.13,1.5006,0.0015399918
50,a,6.14,1.4998,0.0015490723
50,a,6.15,1.4991,0.0015660498
50,a,6.16,1.4983,0.0015839284
50,a,6.17,1.4976,0.0016082162
50,a,6.18,1.4968,0.001638425
50,a,6.19,1.496,0.0016753702
50,a,6.2,1.4953,0.001718975
50,a,6.21,1.4945,0.0017630267
50,a,6.22,1.4937,0.0018046005
50,a,6.23,1.4929,0.0018454197
50,a,6.24,1.4921,0.00188131
50,a,6.25,1.4913,0.0019153938
50,a,6.26,1.4906,0.0019519082
50,a,6.27,1.4898,0.0019607955
50,a,6.28,1.489,0.0019377172
50,a,6.29,1.4881,0.0019283643
50,a,6.3,1.4873,0.0019484212
50,a,6.31,1.4865,0.0019290291
50,a,6.32,1.4857,0.0019095924
50,a,6.33,1.4849,0.0018747781
50,a,6.34,1.4841,0.0018332706
50,a,6.35,1.4832,0.0018101138
50,a,6.36,1.4824,0.0018066767
50,a,6.37,1.4816,0.0017973386
50,a,6.38,1.4807,0.0017425215
50,a,6.39,1.4799,0.0017236798
50,a,6.4,1.479,0.0017042033
50,a,6.41,1.4782,0.0016927773
50,a,6.42,1.4773,0.0016797474
50,a,6.43,1.4765,0.0016641567
50,a,6.44,1.4756,0.0016503299
50,a,6.45,1.4747,0.0016359222
50,a,6.46,1.4739,0.0016215585
50,a,6.47,1.473,0.0016128394
50,a,6.48,1.4721,0.0016103215
50,a,6.49,1.4712,0.0016077565
50,a,6.5,1.4703,0.0016048871
50,a,6.51,1.4694,0.0016031968
50,a,6.52,1.4685,0.0016037467
50,a,6.53,1.4676,0.0016069495
50,a,6.54,1.4667,0.0016116731
50,a,6.55,1.4658,0.0016155615
50,a,6.56,1.4649,0.0016158907
50,a,6.57,1.464,0.0016156221
50,a,6.58,1.463,0.001621516
50,a,6.59,1.4621,0.0016327458
50,a,6.6,1.4612,0.0016444278
50,a,6.61,1.4602,0.0016534751
50,a,6.62,1.4593,0.0016621381
50,a,6.63,1.4583,0.001676547
50,a,6.64,1.4574,0.00169706
50,a,6.65,1.4564,0.0017171063
50,a,6.66,1.4554,0.0017409382
50,a,6.67,1.4545,0.0017611794
50,a,6.68,1.4535,0.0017838522
50,a,6.69,1.4525,0.0018094304
50,a,6.7,1.4515,0.0018374778
50,a,6.71,1.4505,0.0018676472
50,a,6.72,1.4495,0.0019051167
50,a,6.73,1.4485,0.0019439422
50,a,6.74,1.4475,0.0019859049
50,a,6.75,1.4465,0.0020208952
50,a,6.76,1.4455,0.0020575382
50,a,6.77,1.4444,0.0020942035
50,a,6.78,1.4434,0.0021273963
50,a,6.79,1.4424,0.0021671528
