temperature_K,axis,wavelength_um,n,k
150,b,4.37,1.5723,2.0459938e-05
150,b,4.38,1.572,2.0784431e-05
150,b,4.39,1.5717,2.0848324e-05
150,b,4.4,1.5714,2.0837003e-05
150,b,4.41,1.5711,2.0939736e-05
150,b,4.42,1.5708,2.1287089e-05
150,b,4.43,1.5705,2.1867934e-05
150,b,4.44,1.5702,2.2572172e-05
150,b,4.45,1.5699,2.3319926e-05
150,b,4.46,1.5696,2.4061813e-05
150,b,4.47,1.5693,2.476814e-05
150,b,4.48,1.569,2.5445429e-05
150,b,4.49,1.5686,2.6169438e-05
150,b,4.5,1.5683,2.7081622e-05
150,b,4.51,1.568,2.8335246e-05
150,b,4.52,1.5677,3.0011954e-05
150,b,4.53,1.5674,3.203915e-05
150,b,4.54,1.5671,3.4255061e-05
150,b,4.55,1.5668,3.6429636e-05
150,b,4.56,1.5664,3.8305814e-05
150,b,4.57,1.5661,3.9672645e-05
150,b,4.58,1.5658,4.0474049e-05
150,b,4.59,1.5655,4.085162e-05
150,b,4.6,1.5652,4.0879283e-05
150,b,4.61,1.5648,4.0491528e-05
150,b,4.62,1.5645,3.9652792e-05
150,b,4.63,1.5642,3.8472812e-05
150,b,4.64,1.5639,3.7148864e-05
150,b,4.65,1.5635,3.5821561e-05
150,b,4.66,1.5632,3.4633619e-05
150,b,4.67,1.5629,3.3683844e-05
150,b,4.68,1.5625,3.3073752e-05
150,b,4.69,1.5622,3.286881e-05
150,b,4.7,1.5619,3.3042702e-05
150,b,4.71,1.5615,3.3488508e-05
150,b,4.72,1.5612,3.4069007e-05
150,b,4.73,1.5609,3.4684414e-05
150,b,4.74,1.5605,3.5309187e-05
150,b,4.75,1.5602,3.5985588e-05
150,b,4.76,1.5599,3.6665951e-05
150,b,4.77,1.5595,3.7280922e-05
150,b,4.78,1.5592,3.7777595e-05
150,b,4.79,1.5588,3.8196514e-05
150,b,4.8,1.5585,3.8656407e-05
150,b,4.81,1.5581,3.9256094e-05
150,b,4.82,1.5578,4.005591e-05
150,b,4.83,1.5574,4.1025295e-05
150,b,4.84,1.5571,4.2176164e-05
150,b,4.85,1.5567,4.3553667e-05
150,b,4.86,1.5564,4.5210617e-05
150,b,4.87,1.556,4.7103269e-05
150,b,4.88,1.5557,4.9020648e-05
150,b,4.89,1.5553,5.0794704e-05
150,b,4.9,1.555,5.241397e-05
150,b,4.91,1.5546,5.3908126e-05
150,b,4.92,1.5543,5.5245973e-05
150,b,4.93,1.5539,5.6482407e-05
150,b,4.94,1.5535,5.7801028e-05
150,b,4.95,1.5532,5.9366038e-05
150,b,4.96,1.5528,6.1290407e-05
150,b,4.97,1.5524,6.3660752e-05
150,b,4.98,1.5521,6.6345811e-05
150,b,4.99,1.5517,6.9032634e-05
150,b,5.0,1.5513,7.1533485e-05
150,b,5.01,1.551,7.4130919e-05
150,b,5.02,1.5506,7.7161705e-05
150,b,5.03,1.5502,8.1190411e-05
150,b,5.04,1.5499,8.6616822e-05
150,b,5.05,1.5495,9.3985472e-05
150,b,5.06,1.5491,0.00010376254
150,b,5.07,1.5487,0.00011622141
150,b,5.08,1.5483,0.00013177432
150,b,5.09,1.548,0.00015079922
150,b,5.1,1.5476,0.000174
150,b,5.11,1.5472,0.000202
150,b,5.12,1.5468,0.000237
150,b,5.13,1.5464,0.00028
150,b,5.14,1.5461,0.00037
150,b,5.15,1.5457,0.00047
150,b,5.16,1.5453,0.00059
150,b,5.17,1.5449,0.0007
150,b,5.18,1.5445,0.00076403759
150,b,5.19,1.5441,0.0007928781
150,b,5.2,1.5437,0.00081357838
150,b,5.21,1.5433,0.00082930851
150,b,5.22,1.5429,0.00084392029
150,b,5.23,1.5425,0.00086247067
150,b,5.24,1.5421,0.00088438979
150,b,5.25,1.5417,0.00090949481
150,b,5.26,1.5413,0.00093772143
150,b,5.27,1.5409,0.00096764958
150,b,5.28,1.5405,0.00099654621
150,b,5.29,1.5401,0.0010283057
150,b,5.3,1.5397,0.0010616594
150,b,5.31,1.5393,0.0010956777
150,b,5.32,1.5389,0.0011317654
150,b,5.33,1.5385,0.0011728484
150,b,5.34,1.538,0.0012166665
150,b,5.35,1.5376,0.0012592208
150,b,5.36,1.5372,0.0013015752
150,b,5.37,1.5368,0.0013427959
150,b,5.38,1.5364,0.0013807444
150,b,5.39,1.536,0.0014172004
150,b,5.4,1.5355,0.0014515063
150,b,5.41,1.5351,0.0014882416
150,b,5.42,1.5347,0.0015438115
150,b,5.43,1.5343,0.0015686668
150,b,5.44,1.5338,0.0015893294
150,b,5.45,1.5334,0.0016003465
150,b,5.46,1.533,0.0015980652
150,b,5.47,1.5325,0.0015805237
150,b,5.48,1.5321,0.0015362603
150,b,5.49,1.5317,0.0015139178
150,b,5.5,1.5312,0.001497553
150,b,5.51,1.5308,0.0014921545
150,b,5.52,1.5304,0.0014994221
150,b,5.53,1.5299,0.0015359509
150,b,5.54,1.5295,0.0016131219
150,b,5.55,1.529,0.0017362286
150,b,5.56,1.5286,0.0019829518
150,b,5.57,1.5281,0.0021364101
150,b,5.58,1.5277,0.002259139
150,b,5.59,1.5272,0.0023936326
150,b,5.6,1.5268,0.0024937919
150,b,5.61,1.5263,0.0025293894
150,b,5.62,1.5259,0.0025232833
150,b,5.63,1.5254,0.0024935574
150,b,5.64,1.525,0.0022943243
150,b,5.65,1.5245,0.002182596
150,b,5.66,1.5241,0.0020621647
150,b,5.67,1.5236,0.0019418514
150,b,5.68,1.5231,0.0018719887
150,b,5.69,1.5227,0.0018152567
150,b,5.7,1.5222,0.0017669864
150,b,5.71,1.5217,0.001733299
150,b,5.72,1.5213,0.0017200845
150,b,5.73,1.5208,0.0017352798
150,b,5.74,1.5203,0.0017756484
150,b,5.75,1.5198,0.0018493651
150,b,5.76,1.5194,0.0019579152
150,b,5.77,1.5189,0.0020828593
150,b,5.78,1.5184,0.0022833274
150,b,5.79,1.5179,0.0024898897
150,b,5.8,1.5174,0.0026398576
150,b,5.81,1.5169,0.0026798247
150,b,5.82,1.5165,0.0026983141
150,b,5.83,1.516,0.0028110077
150,b,5.84,1.5155,0.0028833642
150,b,5.85,1.515,0.0029302811
150,b,5.86,1.5145,0.0029275446
150,b,5.87,1.514,0.0029012544
150,b,5.88,1.5135,0.0028479136
150,b,5.89,1.513,0.0028031498
150,b,5.9,1.5125,0.002843627
150,b,5.91,1.512,0.0029120127
150,b,5.92,1.5115,0.0029664296
150,b,5.93,1.511,0.0029648287
150,b,5.94,1.5105,0.0029506409
150,b,5.95,1.51,0.0029915778
150,b,5.96,1.5095,0.0030091449
150,b,5.97,1.5089,0.0030438354
150,b,5.98,1.5084,0.0030716733
150,b,5.99,1.5079,0.0031116889
150,b,6.0,1.5074,0.0031561522
150,b,6.01,1.5069,0.0031589891
150,b,6.02,1.5063,0.0031124098
150,b,6.03,1.5058,0.0030276117
150,b,6.04,1.5053,0.002953371
150,b,6.05,1.5048,0.0027987458
150,b,6.06,1.5042,0.0026433088
150,b,6.07,1.5037,0.0024819679
150,b,6.08,1.5032,0.0023113714
150,b,6.09,1.5026,0.0020319904
150,b,6.1,1.5021,0.0018208454
150,b,6.11,1.5016,0.0016273486
150,b,6.12,1.501,0.0014500824
150,b,6.13,1.5005,0.0013189789
150,b,6.14,1.4999,0.0012199674
150,b,6.15,1.4994,0.0011411038
150,b,6.16,1.4988,0.0010785723
150,b,6.17,1.4983,0.0010286745
150,b,6.18,1.4977,0.00098753523
150,b,6.19,1.4972,0.00095187016
150,b,6.2,1.4966,0.00092289432
150,b,6.21,1.496,0.00089918493
150,b,6.22,1.4955,0.00087933771
150,b,6.23,1.4949,0.00086193879
150,b,6.24,1.4943,0.00084717908
150,b,6.25,1.4938,0.00083604775
150,b,6.26,1.4932,0.00082877476
150,b,6.27,1.4926,0.00082318392
150,b,6.28,1.4921,0.00081633135
150,b,6.29,1.4915,0.0008112356
150,b,6.3,1.4909,0.0008123613
150,b,6.31,1.4903,0.00081241468
150,b,6.32,1.4897,0.00081382734
150,b,6.33,1.4892,0.00081567192
150,b,6.34,1.4886,0.00081762434
150,b,6.35,1.488,0.00082161007
150,b,6.36,1.4874,0.0008296142
150,b,6.37,1.4868,0.00083884944
150,b,6.38,1.4862,0.00084278154
150,b,6.39,1.4856,0.00085008922
150,b,6.4,1.485,0.00085817072
150,b,6.41,1.4844,0.00086657312
150,b,6.42,1.4838,0.0008756437
150,b,6.43,1.4832,0.00088550724
150,b,6.44,1.4826,0.00089563102
150,b,6.45,1.4819,0.00090526351
150,b,6.46,1.4813,0.00091512916
150,b,6.47,1.4807,0.00092491845
150,b,6.48,1.4801,0.00093365906
150,b,6.49,1.4795,0.00094073385
150,b,6.5,1.4788,0.00094595354
150,b,6.51,1.4782,0.00094952932
150,b,6.52,1.4776,0.00095155776
150,b,6.53,1.477,0.00095162749
150,b,6.54,1.4763,0.00095073701
150,b,6.55,1.4757,0.00095039576
150,b,6.56,1.475,0.00095001437
150,b,6.57,1.4744,0.00095094758
150,b,6.58,1.4738,0.00095372618
150,b,6.59,1.4731,0.00095938176
150,b,6.6,1.4725,0.00096788348
150,b,6.61,1.4718,0.00097948571
150,b,6.62,1.4712,0.00099584101
150,b,6.63,1.4705,0.0010171105
150,b,6.64,1.4698,0.0010413436
150,b,6.65,1.4692,0.0010699496
150,b,6.66,1.4685,0.0011020428
150,b,6.67,1.4678,0.0011378174
150,b,6.68,1.4672,0.0011784386
150,b,6.69,1.4665,0.0012208642
150,b,6.7,1.4658,0.0012680175
150,b,6.71,1.4652,0.0013218125
150,b,6.72,1.4645,0.0013804598
150,b,6.73,1.4638,0.0014367617
150,b,6.74,1.4631,0.0014926127
150,b,6.75,1.4624,0.001553916
150,b,6.76,1.4617,0.001615829
150,b,6.77,1.461,0.0016689287
150,b,6.78,1.4603,0.0017225707
150,b,6.79,1.4596,0.0017705238
150,b,6.8,1.4589,0.0018043916
150,b,6.81,1.4582,0.0018296051
150,b,6.82,1.4575,0.0018597219
150,b,6.83,1.4568,0.0018901163
150,b,6.84,1.4561,0.0019144906
150,b,6.85,1.4554,0.0019237201
150,b,6.86,1.4546,0.0019357816
150,b,6.87,1.4539,0.0019545325
150,b,6.88,1.4532,0.0019663148
150,b,6.89,1.4525,0.0019724033
150,b,6.9,1.4517,0.0019764614
150,b,6.91,1.451,0.0019824151
150,b,6.92,1.4503,0.0019884719
150,b,6.93,1.4495,0.0019945337
150,b,6.94,1.4488,0.0020006523
150,b,6.95,1.448,0.0020067751
150,b,6.96,1.4473,0.0020130109
150,b,6.97,1.4465,0.0020192596
150,b,6.98,1.4458,0.0020255215
150,b,6.99,1.445,0.0020318781
150,b,7.0,1.4442,0.0020382566
150,b,7.01,1.4435,0.0020447032
150,b,7.02,1.4427,0.0020511865
150,b,7.03,1.4419,0.0020577327
150,b,7.04,1.4412,0.0020642783
150,b,7.05,1.4404,0.002070925
150,b,7.06,1.4396,0.0020776156
150,b,7.07,1.4388,0.0020843683
150,b,7.08,1.438,0.0020911211
150,b,7.09,1.4372,0.0020979535
150,b,7.1,1.4364,0.002104869
150,b,7.11,1.4356,0.0021117627
150,b,7.12,1.4348,0.0021187665
150,b,7.13,1.434,0.0021258027
150,b,7.14,1.4332,0.0021328833
150,b,7.15,1.4324,0.0021400571
150,b,7.16,1.4316,0.002147289
150,b,7.17,1.4307,0.0021545495
150,b,7.18,1.4299,0.0021619112
150,b,7.19,1.4291,0.0021692917
150,b,7.2,1.4283,0.0021767414
150,b,7.21,1.4274,0.0021842359
150,b,7.22,1.4266,0.0021918202
150,b,7.23,1.4257,0.0021993407
150,b,7.24,1.4249,0.0022070964
150,b,7.25,1.424,0.0022147999
150,b,7.26,1.4232,0.0022226182
150,b,7.27,1.4223,0.0022305222
150,b,7.28,1.4215,0.0022383879
150,b,7.29,1.4206,0.0022464059
150,b,7.3,1.4197,0.002254446
150,b,7.31,1.4189,0.0022625671
150,b,7.32,1.418,0.002270787
150,b,7.33,1.4171,0.0022789434
150,b,7.34,1.4162,0.0022873016
150,b,7.35,1.4153,0.0022956699
150,b,7.36,1.4144,0.0023041233
150,b,7.37,1.4135,0.0023126763
150,b,7.38,1.4126,0.0023212176
150,b,7.39,1.4117,0.0023298546
150,b,7.4,1.4108,0.0023386604
150,b,7.41,1.4099,0.0023473987
150,b,7.42,1.409,0.0023562677
150,b,7.43,1.408,0.0023652909
150,b,7.44,1.4071,0.0023742346
150,b,7.45,1.4062,0.002383361
150,b,7.46,1.4052,0.0023925497
150,b,7.47,1.4043,0.0024018056
150,b,7.48,1.4033,0.0024111088
150,b,7.49,1.4024,0.0024205185
150,b,7.5,1.4014,0.0024299372
150,b,7.51,1.4005,0.0024395951
150,b,7.52,1.3995,0.0024491951
150,b,7.53,1.3985,0.0024588928
150,b,7.54,1.3976,0.0024686747
150,b,7.55,1.3966,0.0024786076
150,b,7.56,1.3956,0.0024885931
150,b,7.57,1.3946,0.0024986314
150,b,7.58,1.3936,0.0025087716
150,b,7.59,1.3926,0.0025190084
150,b,7.6,1.3916,0.0025293782
150,b,7.61,1.3906,0.0025396965
150,b,7.62,1.3896,0.0025502834
150,b,7.63,1.3886,0.0025608527
150,b,7.64,1.3876,0.0025715831
150,b,7.65,1.3865,0.0025823305
150,b,7.66,1.3855,0.0025932208
150,b,7.67,1.3845,0.0026042301
150,b,7.68,1.3834,0.0026152374
150,b,7.69,1.3824,0.0026264689
150,b,7.7,1.3813,0.0026377158
150,b,7.71,1.3802,0.00264906
150,b,7.72,1.3792,0.0026605736
150,b,7.73,1.3781,0.0026721107
150,b,7.74,1.377,0.0026838983
150,b,7.75,1.376,0.0026956416
150,b,7.76,1.3749,0.002707402
150,b,7.77,1.3738,0.0027195146
150,b,7.78,1.3727,0.0027316176
150,b,7.79,1.3716,0.0027438002
150,b,7.8,1.3705,0.0027562024
150,b,7.81,1.3693,0.0027685812
150,b,7.82,1.3682,0.0027811902
150,b,7.83,1.3671,0.0027938215
150,b,7.84,1.3659,0.002806671
150,b,7.85,1.3648,0.002819525
150,b,7.86,1.3637,0.0028325615
150,b,7.87,1.3625,0.0028457755
150,b,7.88,1.3613,0.002858981
150,b,7.89,1.3602,0.0028723933
150,b,7.9,1.359,0.0028859513
150,b,7.91,1.3578,0.0028996076
150,b,7.92,1.3566,0.0029133804
150,b,7.93,1.3555,0.0029273353
150,b,7.94,1.3543,0.0029414184
150,b,7.95,1.3531,0.0029556246
150,b,7.96,1.3518,0.0029699483
150,b,7.97,1.3506,0.0029844102
150,b,7.98,1.3494,0.0029990722
150,b,7.99,1.3482,0.0030137439
150,b,8.0,1.3469,0.0030286124
150,b,8.01,1.3457,0.0030436964
150,b,8.02,1.3444,0.0030588895
150,b,8.03,1.3432,0.003074226
150,b,8.04,1.3419,0.0030897226
150,b,8.05,1.3406,0.0031053983
150,b,8.06,1.3393,0.0031212351
150,b,8.07,1.338,0.0031371849
150,b,8.08,1.3368,0.003153292
150,b,8.09,1.3354,0.003169609
150,b,8.1,1.3341,0.0031860542
150,b,8.11,1.3328,0.0032026281
150,b,8.12,1.3315,0.0032194071
150,b,8.13,1.3301,0.0032363949
150,b,8.14,1.3288,0.0032535923
150,b,8.15,1.3275,0.0032708243
150,b,8.16,1.3261,0.0032883457
150,b,8.17,1.3247,0.0033061729
150,b,8.18,1.3233,0.0033239784
150,b,8.19,1.322,0.0033419852
150,b,8.2,1.3206,0.0033603436
150,b,8.21,1.3192,0.0033786266
150,b,8.22,1.3178,0.0033973437
150,b,8.23,1.3163,0.0034160726
150,b,8.24,1.3149,0.0034352818
150,b,8.25,1.3135,0.0034545088
150,b,8.26,1.312,0.0034739367
150,b,8.27,1.3106,0.0034935441
150,b,8.28,1.3091,0.0035135109
150,b,8.29,1.3076,0.0035335505
150,b,8.3,1.3061,0.0035538088
150,b,8.31,1.3047,0.0035743926
150,b,8.32,1.3031,0.0035951689
150,b,8.33,1.3016,0.0036162898
150,b,8.34,1.3001,0.0036374028
150,b,8.35,1.2986,0.0036589957
150,b,8.36,1.297,0.0036806593
150,b,8.37,1.2955,0.003702624
150,b,8.38,1.2939,0.0037249124
150,b,8.39,1.2924,0.0037472888
150,b,8.4,1.2908,0.0037700232
150,b,8.41,1.2892,0.0037931435
150,b,8.42,1.2876,0.0038163166
150,b,8.43,1.286,0.0038398735
150,b,8.44,1.2843,0.0038637498
150,b,8.45,1.2827,0.0038877813
150,b,8.46,1.281,0.0039122103
150,b,8.47,1.2794,0.0039368128
150,b,8.48,1.2777,0.0039616709
150,b,8.49,1.276,0.0039869163
150,b,8.5,1.2743,0.0040125718
150,b,8.51,1.2726,0.004038495
150,b,8.52,1.2709,0.0040646602
150,b,8.53,1.2692,0.0040912247
150,b,8.54,1.2674,0.0041180003
150,b,8.55,1.2657,0.0041452273
150,b,8.56,1.2639,0.0041728063
150,b,8.57,1.2621,0.0042004896
150,b,8.58,1.2603,0.0042287544
150,b,8.59,1.2585,0.0042572122
150,b,8.6,1.2567,0.0042860558
150,b,8.61,1.2549,0.0043153297
150,b,8.62,1.253,0.0043451186
150,b,8.63,1.2512,0.0043751983
150,b,8.64,1.2493,0.0044057
150,b,8.65,1.2474,0.0044364854
150,b,8.66,1.2455,0.0044676943
150,b,8.67,1.2436,0.0044994278
150,b,8.68,1.2416,0.0045312801
150,b,8.69,1.2397,0.0045638555
150,b,8.7,1.2377,0.004596818
150,b,8.71,1.2357,0.0046302309
150,b,8.72,1.2337,0.0046640629
150,b,8.73,1.2317,0.0046984209
150,b,8.74,1.2297,0.0047329866
150,b,8.75,1.2277,0.0047682785
150,b,8.76,1.2256,0.004804035
150,b,8.77,1.2235,0.004840392
150,b,8.78,1.2214,0.0048771132
150,b,8.79,1.2193,0.0049143894
150,b,8.8,1.2172,0.0049520952
150,b,8.81,1.215,0.0049903352
150,b,8.82,1.2129,0.0050294406
150,b,8.83,1.2107,0.0050688756
150,b,8.84,1.2085,0.0051088631
150,b,8.85,1.2063,0.0051492059
150,b,8.86,1.204,0.0051906916
150,b,8.87,1.2018,0.0052325543
150,b,8.88,1.1995,0.0052748504
150,b,8.89,1.1972,0.0053179737
150,b,8.9,1.1949,0.0053618192
150,b,8.91,1.1926,0.0054061423
150,b,8.92,1.1902,0.0054512818
150,b,8.93,1.1878,0.0054969796
150,b,8.94,1.1854,0.0055436435
150,b,8.95,1.183,0.0055908832
150,b,8.96,1.1806,0.0056388332
150,b,8.97,1.1781,0.0056877278
150,b,8.98,1.1756,0.0057373031
150,b,8.99,1.1731,0.0057877761
150,b,9.0,1.1706,0.0058389366
150,b,9.01,1.168,0.0058910056
150,b,9.02,1.1654,0.005944017
150,b,9.03,1.1628,0.0059977816
150,b,9.04,1.1602,0.0060524665
150,b,9.05,1.1575,0.0061079191
150,b,9.06,1.1548,0.0061646417
150,b,9.07,1.1521,0.0062223776
150,b,9.08,1.1494,0.0062808002
150,b,9.09,1.1466,0.0063405747
150,b,9.1,1.1438,0.0064012113
150,b,9.11,1.141,0.0064629345
150,b,9.12,1.1381,0.0065259325
150,b,9.13,1.1353,0.0065902054
150,b,9.14,1.1323,0.0066552551
150,b,9.15,1.1294,0.006722062
150,b,9.16,1.1264,0.0067897577
150,b,9.17,1.1234,0.0068588003
150,b,9.18,1.1204,0.0069293004
150,b,9.19,1.1173,0.0070006604
150,b,9.2,1.1142,0.0070740686
150,b,9.21,1.1111,0.0071485205
150,b,9.22,1.1079,0.0072245471
150,b,9.23,1.1047,0.0073022816
150,b,9.24,1.1014,0.0073817215
150,b,9.25,1.0981,0.0074621855
150,b,9.26,1.0948,0.007544477
150,b,9.27,1.0915,0.0076294553
150,b,9.28,1.0881,0.0077152601
150,b,9.29,1.0846,0.0078029108
150,b,9.3,1.0811,0.0078931513
150,b,9.31,1.0776,0.007984837
150,b,9.32,1.074,0.0080784584
150,b,9.33,1.0704,0.0081746092
150,b,9.34,1.0668,0.0082731383
150,b,9.35,1.0631,0.0083741906
150,b,9.36,1.0593,0.0084771991
150,b,9.37,1.0555,0.0085822412
150,b,9.38,1.0517,0.0086901053
150,b,9.39,1.0478,0.0088008791
150,b,9.4,1.0438,0.0089148472
150,b,9.41,1.0398,0.0090316153
150,b,9.42,1.0357,0.0091505651
150,b,9.43,1.0316,0.0092729448
150,b,9.44,1.0274,0.0093987567
150,b,9.45,1.0232,0.0095281829
150,b,9.46,1.0189,0.0096614503
150,b,9.47,1.0145,0.0097974957
150,b,9.48,1.0101,0.0099376714
150,b,9.49,1.0056,0.01008228
150,b,9.5,1.001,0.010231456
150,b,9.51,0.99638,0.010385379
150,b,9.52,0.99167,0.010543385
150,b,9.53,0.98688,0.010705762
150,b,9.54,0.98201,0.010873652
150,b,9.55,0.97707,0.011047355
150,b,9.56,0.97204,0.011227229
150,b,9.57,0.96692,0.011412351
150,b,9.58,0.96172,0.011605295
150,b,9.59,0.95642,0.011803774
150,b,9.6,0.95103,0.012010478
150,b,9.61,0.94554,0.012224073
150,b,9.62,0.93994,0.012445304
150,b,9.63,0.93424,0.012676413
150,b,9.64,0.92842,0.012916112
150,b,9.65,0.92249,0.013165755
150,b,9.66,0.91644,0.013426567
150,b,9.67,0.91026,0.013696511
150,b,9.68,0.90394,0.013981787
150,b,9.69,0.89749,0.014277345
150,b,9.7,0.89089,0.014589131
150,b,9.71,0.88414,0.014916386
150,b,9.72,0.87723,0.015258124
150,b,9.73,0.87015,0.015620411
150,b,9.74,0.8629,0.016000048
150,b,9.75,0.85545,0.016401766
150,b,9.76,0.8478,0.01682822
150,b,9.77,0.83994,0.017278893
150,b,9.78,0.83186,0.01775807
150,b,9.79,0.82353,0.018270039
150,b,9.8,0.81495,0.018814849
150,b,9.81,0.80609,0.019399231
150,b,9.82,0.79693,0.020024267
150,b,9.83,0.78745,0.020701179
150,b,9.84,0.77762,0.021431157
150,b,9.85,0.76741,0.022221894
150,b,9.86,0.75679,0.023084651
150,b,9.87,0.74571,0.024022991
150,b,9.88,0.73413,0.025061347
150,b,9.89,0.72199,0.026202849
150,b,9.9,0.70922,0.027470526
150,b,9.91,0.69576,0.02888852
150,b,9.92,0.68149,0.030485809
150,b,9.93,0.66632,0.032281498
150,b,9.94,0.6501,0.034331726
150,b,9.95,0.63266,0.036718611
150,b,9.96,0.61377,0.03944928
150,b,9.97,0.59315,0.042690914
150,b,9.98,0.57042,0.046559848
150,b,9.99,0.54508,0.051196287
150,b,10.0,0.51642,0.056896735
150,b,10.01,0.48357,0.064042194
150,b,10.02,0.44463,0.073206663
150,b,10.03,0.39731,0.085289142
150,b,10.04,0.33765,0.10173763
150,b,10.05,0.26061,0.12495913
150,b,10.06,0.1791,0.20041281
150,b,10.07,0.13928,0.32222328
150,b,10.081,0.1318,0.4442938
150,b,10.091,0.14184,0.57007428
150,b,10.101,0.16988,0.71084476
150,b,10.111,0.23223,0.88061524
150,b,10.121,0.48745,0.96403573
150,b,10.132,0.76821,0.96279627
150,b,10.142,1.0606,0.85578676
150,b,10.152,1.4181,0.56824726
150,b,10.163,1.2989,0.26534781
150,b,10.173,1.1398,0.15929831
150,b,10.183,1.0263,0.10940882
150,b,10.194,0.94088,0.082316379
150,b,10.204,0.87283,0.066143893
150,b,10.215,0.81598,0.055888462
150,b,10.225,0.76656,0.049148983
150,b,10.235,0.72218,0.044665508
150,b,10.246,0.68122,0.041728089
150,b,10.256,0.6425,0.03992262
150,b,10.267,0.60514,0.039004209
150,b,10.277,0.56842,0.038837748
150,b,10.288,0.53171,0.039365345
150,b,10.299,0.49441,0.040601946
150,b,10.309,0.45588,0.042639496
150,b,10.32,0.41538,0.045685105
150,b,10.331,0.37197,0.050149718
150,b,10.341,0.32433,0.05686828
150,b,10.352,0.27054,0.067745901
150,b,10.363,0.20819,0.087850527
150,b,10.373,0.14079,0.1301091
150,b,10.384,0.093791,0.19623973
150,b,10.395,0.071442,0.25958037
150,b,10.406,0.059694,0.31377102
150,b,10.417,0.052498,0.36107166
150,b,10.428,0.047629,0.40349231
150,b,10.438,0.044117,0.44232291
150,b,10.449,0.041472,0.47844357
150,b,10.46,0.039419,0.51242424
150,b,10.471,0.03779,0.54470491
150,b,10.482,0.036479,0.57559558
150,b,10.493,0.035411,0.60535626
150,b,10.504,0.034535,0.63415694
150,b,10.515,0.033814,0.66216763
150,b,10.526,0.033221,0.68950832
150,b,10.537,0.032734,0.71628902
150,b,10.549,0.032337,0.74259978
150,b,10.56,0.032019,0.76851049
150,b,10.571,0.031767,0.7940912
150,b,10.582,0.031576,0.81940191
150,b,10.593,0.031438,0.84450263
150,b,10.604,0.031348,0.86942336
150,b,10.616,0.031302,0.89421416
150,b,10.627,0.031297,0.91891489
150,b,10.638,0.031329,0.94356563
150,b,10.65,0.031397,0.96819644
150,b,10.661,0.031498,0.99283719
150,b,10.672,0.031632,1.0174879
150,b,10.684,0.031798,1.0422888
150,b,10.695,0.031994,1.0670895
150,b,10.707,0.03222,1.0920904
150,b,10.718,0.032476,1.1171912
150,b,10.73,0.032762,1.142492
150,b,10.741,0.033079,1.1680928
150,b,10.753,0.033426,1.1937937
150,b,10.764,0.033804,1.2197944
150,b,10.776,0.034215,1.2460953
150,b,10.787,0.034658,1.2726961
150,b,10.799,0.035136,1.299597
150,b,10.811,0.03565,1.3268979
150,b,10.823,0.036201,1.3546988
150,b,10.834,0.03679,1.3827996
150,b,10.846,0.037421,1.4114005
150,b,10.858,0.038096,1.4405015
150,b,10.87,0.038816,1.4702024
150,b,10.881,0.039586,1.5004032
150,b,10.893,0.040408,1.5312042
150,b,10.905,0.041285,1.5627051
150,b,10.917,0.042222,1.594906
150,b,10.929,0.043224,1.627907
150,b,10.941,0.044295,1.661608
150,b,10.953,0.045441,1.6963089
150,b,10.965,0.046667,1.7318099
150,b,10.977,0.047982,1.7684109
150,b,10.989,0.049394,1.8060118
150,b,11.001,0.05091,1.8447128
150,b,11.013,0.052541,1.8847138
150,b,11.025,0.054298,1.9260148
150,b,11.038,0.056195,1.9688159
150,b,11.05,0.058246,2.0130169
150,b,11.062,0.060468,2.059018
150,b,11.074,0.062881,2.106819
150,b,11.086,0.065507,2.15652
150,b,11.099,0.068373,2.2084212
150,b,11.111,0.071509,2.2627222
150,b,11.123,0.07495,2.3195233
150,b,11.136,0.07874,2.3791244
150,b,11.148,0.082929,2.4419255
150,b,11.161,0.087577,2.5081266
150,b,11.173,0.092756,2.5782277
150,b,11.186,0.098555,2.6526289
150,b,11.198,0.10508,2.73183
150,b,11.211,0.11247,2.8165312
150,b,11.223,0.12089,2.9073323
150,b,11.236,0.13054,3.0051335
150,b,11.249,0.14171,3.1111347
150,b,11.261,0.15475,3.2265359
150,b,11.274,0.17012,3.3530371
150,b,11.287,0.18845,3.4925384
150,b,11.299,0.21061,3.6476395
150,b,11.312,0.23781,3.8217408
150,b,11.325,0.27183,4.019242
150,b,11.338,0.31531,4.2460433
150,b,11.351,0.37238,4.5104446
150,b,11.364,0.44975,4.8243459
150,b,11.377,0.55908,5.2052472
150,b,11.39,0.72201,5.6798485
150,b,11.403,0.98276,6.2905498
150,b,11.416,1.4429,7.1036511
150,b,11.429,2.3704,8.1949525
150,b,11.442,4.5117,9.3545538
150,b,11.455,8.3565,8.3265552
150,b,11.468,9.4229,4.4895565
150,b,11.481,8.2771,2.3438579
150,b,11.494,7.1942,1.4179593
150,b,11.507,6.3888,0.96124066
150,b,11.521,5.7849,0.70437216
150,b,11.534,5.3162,0.54552356
150,b,11.547,4.9402,0.44048497
150,b,11.561,4.6298,0.3676665
150,b,11.574,4.3675,0.31549793
150,b,11.587,4.1414,0.27733937
150,b,11.601,3.9431,0.24916093
150,b,11.614,3.7664,0.22843239
150,b,11.628,3.6067,0.21352397
150,b,11.641,3.4606,0.20338544
150,b,11.655,3.325,0.19736704
150,b,11.669,3.1978,0.19513865
