time,mass_initial,mass_remaining,mass_lost,mass_diff,error_percent,tolerance_percent,mass_loss_rp_mars,mass_loss_hydro_drag,mass_loss_surface_solid_marsRP,mass_loss_tau_clip_spill
4.988914792089215,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.97782958417843,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.966744376267645,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
19.95565916835686,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
24.944573960446075,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
29.93348875253529,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
34.9224035446245,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
39.91131833671372,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
44.90023312880294,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
49.88914792089216,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
54.87806271298136,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
59.86697750507058,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
64.8558922971598,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
69.84480708924902,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
74.83372188133822,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
79.82263667342744,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
84.81155146551666,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
89.80046625760588,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
94.7893810496951,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
99.7782958417843,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
104.76721063387352,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
109.75612542596274,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
114.74504021805194,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
119.73395501014116,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
124.72286980223038,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
129.7117845943196,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
134.70069938640881,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
139.68961417849803,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
144.67852897058722,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
149.66744376267644,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
154.65635855476566,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
159.64527334685488,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
164.6341881389441,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
169.62310293103332,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
174.61201772312253,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
179.60093251521175,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
184.58984730730097,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
189.57876209939016,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
194.56767689147938,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
199.5565916835686,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
204.54550647565782,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
209.53442126774704,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
214.52333605983625,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
219.51225085192547,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
224.50116564401466,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
229.49008043610388,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
234.4789952281931,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
239.46791002028232,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
244.45682481237154,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
249.44573960446075,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
254.43465439654997,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
259.4235691886392,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
264.4124839807284,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
269.4013987728176,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
274.3903135649068,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
279.379228356996,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
284.3681431490852,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
289.35705794117445,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
294.34597273326364,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
299.3348875253529,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
304.3238023174421,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
309.3127171095313,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
314.3016319016205,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
319.29054669370976,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
324.27946148579895,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
329.26837627788814,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
334.2572910699774,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
339.2462058620666,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
344.2351206541558,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
349.224035446245,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
354.21295023833426,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
359.20186503042345,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
364.1907798225127,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
369.1796946146019,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
374.1686094066911,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
379.1575241987803,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
384.1464389908695,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
389.13535378295876,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
394.12426857504795,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
399.1131833671372,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
404.1020981592264,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
409.0910129513156,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
414.0799277434048,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
419.068842535494,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
424.05775732758326,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
429.04667211967245,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
434.0355869117617,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
439.0245017038509,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
444.0134164959401,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
449.0023312880293,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
453.9912460801185,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
458.98016087220776,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
463.96907566429695,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
468.9579904563862,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
473.9469052484754,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
478.93582004056464,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
483.9247348326538,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
488.913649624743,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
493.90256441683226,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
498.89147920892145,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
503.8803940010107,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
508.8693087930999,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
513.8582235851892,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
518.8471383772784,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
523.8360531693676,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
528.8249679614568,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
533.813882753546,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
538.8027975456351,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
543.7917123377244,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
548.7806271298136,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
553.7695419219028,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
558.758456713992,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
563.7473715060812,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
568.7362862981705,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
573.7252010902597,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
578.7141158823489,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
583.7030306744381,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
588.6919454665274,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
