time,mass_initial,mass_remaining,mass_lost,error_percent
9861.75,1e-06,9.999999989958742e-07,1.0041258406009298e-15,4.536647873605395e-15
19723.5,1e-06,9.99999997915795e-07,2.0842049835993776e-15,5.124981756668855e-15
29585.25,1e-06,9.999999968299707e-07,3.1700293269595286e-15,5.153083703682951e-15
39447.0,1e-06,9.999999957437117e-07,4.256288244277008e-15,1.1391358152948578e-15
49308.75,1e-06,9.9999999465742e-07,5.3425800332982575e-15,2.5136489498181213e-15
59170.5,1e-06,9.999999935711256e-07,6.428874308775242e-15,9.352472753821511e-15
69032.25,1e-06,9.999999924848312e-07,7.51516877233077e-15,2.616557748170375e-15
78894.0,1e-06,9.999999913985367e-07,8.601463250112786e-15,5.167586556438032e-15
88755.75,1e-06,9.999999903122423e-07,9.687757728970911e-15,8.331703702974984e-15
98617.5,1e-06,9.999999892259478e-07,1.0774052207910436e-14,6.633102211671048e-16
108479.25,1e-06,9.999999881396532e-07,1.1860346686856116e-14,7.00446763359034e-15
118341.0,1e-06,9.999999870533589e-07,1.2946641165802263e-14,6.503624735803132e-15
128202.75,1e-06,9.999999859670643e-07,1.4032935644748445e-14,1.1641029474007408e-15
138064.5,1e-06,9.999999848807697e-07,1.5119230123694633e-14,8.83183015728807e-15
147926.25,1e-06,9.999999837944754e-07,1.6205524602640815e-14,4.6762658408655655e-15
157788.0,1e-06,9.999999827081808e-07,1.7291819081587e-14,2.991461526793945e-15
167649.75,1e-06,9.999999816218865e-07,1.8378113560533186e-14,1.0516634786904053e-14
177511.5,1e-06,9.99999980535592e-07,1.946440803947937e-14,2.84890710370018e-15
187373.25,1e-06,9.999999794492974e-07,2.0550702518425555e-14,4.81882026395933e-15
197235.0,1e-06,9.99999978363003e-07,2.1636996997371737e-14,8.689275734194305e-15
207096.75,1e-06,9.999999772767085e-07,2.2723291476317923e-14,1.0215483665347949e-15
216958.5,1e-06,9.99999976190414e-07,2.380958595526411e-14,6.646179001124716e-15
226820.25,1e-06,9.999999751041196e-07,2.489588043421029e-14,6.86191699702892e-15
236682.0,1e-06,9.99999974017825e-07,2.5982174913156477e-14,8.058103706305905e-16
246543.75,1e-06,9.999999729315305e-07,2.7068469392102663e-14,8.473537738290101e-15
256405.5,1e-06,9.999999718452361e-07,2.8154763871048845e-14,5.034558259863535e-15
266267.25,1e-06,9.999999707589416e-07,2.924105834999503e-14,2.6331691077959758e-15
276129.0,1e-06,9.99999969672647e-07,3.0327352828941216e-14,1.0300896475455486e-14
285990.75,1e-06,9.999999685863527e-07,3.14136473078874e-14,3.2071998382425115e-15
295852.5,1e-06,9.999999675000581e-07,3.249994178683358e-14,4.460528160505723e-15
305714.25,1e-06,9.999999664137638e-07,3.358623626577977e-14,9.047568153192275e-15
315576.0,1e-06,9.999999653274692e-07,3.467253074472595e-14,1.3798407855327641e-15
