time,mass_initial,mass_remaining,mass_lost,error_percent
9861.75,1e-06,9.999999170831187e-07,8.291688132527576e-14,4.967049436860893e-15
19723.5,1e-06,9.999998287186543e-07,1.7128134574277881e-13,5.855243707267335e-15
29585.25,1e-06,9.999997399962873e-07,2.600037126762305e-13,3.4707254500631944e-15
39447.0,1e-06,9.999996512504063e-07,3.4874959356228096e-13,9.467138656219088e-15
49308.75,1e-06,9.999995625029807e-07,4.3749701929907183e-13,6.211104541411051e-15
59170.5,1e-06,9.999994737554535e-07,5.262445465315087e-13,7.058580967333605e-15
69032.25,1e-06,9.999993850079195e-07,6.149920804321406e-13,2.900796796323808e-15
78894.0,1e-06,9.999992962603853e-07,7.037396147708684e-13,9.773595340679347e-15
88755.75,1e-06,9.999992075128509e-07,7.92487149138379e-13,4.150433249550585e-15
98617.5,1e-06,9.999991187653164e-07,8.812346835077804e-13,1.2836344649756304e-15
108479.25,1e-06,9.99999030017782e-07,9.699822178773062e-13,6.70527225599046e-15
118341.0,1e-06,9.999989412702478e-07,1.0587297522468402e-12,9.049731525338753e-15
128202.75,1e-06,9.999988525227134e-07,1.1474772866163743e-12,3.6289318201496304e-15
138064.5,1e-06,9.99998763775179e-07,1.2362248209859089e-12,1.7918274953611447e-15
147926.25,1e-06,9.999986750276445e-07,1.3249723553554435e-12,7.21258681087192e-15
157788.0,1e-06,9.999985862801103e-07,1.413719889724978e-12,8.542477554974814e-15
167649.75,1e-06,9.999984975325759e-07,1.5024674240945124e-12,3.121698044624865e-15
177511.5,1e-06,9.999984087850415e-07,1.591214958464047e-12,2.2990612708859102e-15
187373.25,1e-06,9.99998320037507e-07,1.6799624928335815e-12,7.719820586396685e-15
197235.0,1e-06,9.999982312899728e-07,1.768710027203116e-12,8.035243779450048e-15
207096.75,1e-06,9.999981425424384e-07,1.8574575615726504e-12,2.6144642691000993e-15
216958.5,1e-06,9.99998053794904e-07,1.946205095942185e-12,2.806274851571502e-15
226820.25,1e-06,9.999979650473696e-07,2.0349526303117195e-12,8.227054361921451e-15
236682.0,1e-06,9.999978762998353e-07,2.123700164681254e-12,7.527989809086109e-15
246543.75,1e-06,9.99997787552301e-07,2.2124476990507887e-12,2.1072506884145075e-15
256405.5,1e-06,9.999976988047665e-07,2.301195233420323e-12,3.3135288219354413e-15
266267.25,1e-06,9.99997610057232e-07,2.3899427677898574e-12,8.73430833228539e-15
276129.0,1e-06,9.999975213096979e-07,2.478690302159392e-12,7.020776228400517e-15
285990.75,1e-06,9.999974325621634e-07,2.5674378365289265e-12,1.5999967180505683e-15
295852.5,1e-06,9.99997343814629e-07,2.6561853708984613e-12,3.820742402621033e-15
305714.25,1e-06,9.999972550670946e-07,2.7449329052679956e-12,9.241521912970982e-15
315576.0,1e-06,9.999971663195604e-07,2.83368043963753e-12,6.513522258036578e-15
