time,mass_initial,mass_remaining,mass_lost,error_percent
9861.75,1e-06,9.999998177424759e-07,1.8225752403491136e-13,5.224621988746416e-15
19723.5,1e-06,9.999996151936374e-07,3.8480636250943556e-13,6.150626046795739e-15
29585.25,1e-06,9.999994103983009e-07,5.89601699003809e-13,8.076784563630262e-15
39447.0,1e-06,9.999992053544038e-07,7.94645596119337e-13,2.6697173490792274e-15
49308.75,1e-06,9.99999000283007e-07,9.997169929867932e-13,7.636072588343526e-16
59170.5,1e-06,9.999987952085676e-07,1.2047914322935733e-12,6.105323973819431e-15
69032.25,1e-06,9.999985901337917e-07,1.4098662082008176e-12,1.3116749991682544e-15
78894.0,1e-06,9.999983850589786e-07,1.6149410213478715e-12,5.179774299651515e-16
88755.75,1e-06,9.999981799841612e-07,1.8200158386149536e-12,9.166033604139849e-15
98617.5,1e-06,9.999979749093437e-07,2.0250906563378556e-12,5.556125322491804e-15
108479.25,1e-06,9.999977698345259e-07,2.230165474111187e-12,4.1453946371767576e-15
118341.0,1e-06,9.99997564759708e-07,2.4352402918900977e-12,3.2926069685515317e-15
128202.75,1e-06,9.999973596848903e-07,2.6403151096696256e-12,2.5015347284410043e-15
138064.5,1e-06,9.999971546100725e-07,2.845389927449222e-12,1.7172883439711734e-15
147926.25,1e-06,9.999969495352547e-07,3.0504647452288257e-12,9.338093633899414e-16
157788.0,1e-06,9.99996744460437e-07,3.2555395630084303e-12,1.5041116216540406e-16
167649.75,1e-06,9.999965393856192e-07,3.460614380788035e-12,6.329870390591333e-16
177511.5,1e-06,9.999963343108014e-07,3.66568919856764e-12,1.4163852402836706e-15
187373.25,1e-06,9.999961292359836e-07,3.870764016347244e-12,2.199783441508208e-15
197235.0,1e-06,9.999959241611658e-07,4.075838834126849e-12,2.9831816427327453e-15
207096.75,1e-06,9.99995719086348e-07,4.280913651906454e-12,3.766579843957283e-15
216958.5,1e-06,9.999955140115302e-07,4.485988469686058e-12,4.54997804518182e-15
226820.25,1e-06,9.999953089367124e-07,4.691063287465664e-12,5.333295467049663e-15
236682.0,1e-06,9.999951038618946e-07,4.8961381052452685e-12,6.1166936682742e-15
246543.75,1e-06,9.999948987870769e-07,5.101212923024874e-12,6.900011090142043e-15
256405.5,1e-06,9.99994693712259e-07,5.306287740804479e-12,7.68340929136658e-15
266267.25,1e-06,9.999944886374413e-07,5.511362558584084e-12,8.466726713234423e-15
276129.0,1e-06,9.999942835626235e-07,5.7164373763636896e-12,9.250044135102266e-15
285990.75,1e-06,9.999940784878057e-07,5.921512194143294e-12,1.0033442336326803e-14
295852.5,1e-06,9.999938734129881e-07,6.126587011922899e-12,1.0358983143806168e-14
305714.25,1e-06,9.999936683381703e-07,6.331661829702504e-12,9.575665721938326e-15
315576.0,1e-06,9.999934632633526e-07,6.53673664748211e-12,8.792348300070483e-15
