time_day,T_K
0.0,3999.999999999998
0.041666666666666664,3999.8258212680626
0.08333333333333333,3999.651672870395
0.125,3999.477554797752
0.16666666666666666,3999.3034670408933
0.20833333333333334,3999.129409590583
0.25,3998.955382437589
0.2916666666666667,3998.781385572684
0.3333333333333333,3998.6074189866445
0.375,3998.43348267025
0.4166666666666667,3998.2595766142854
0.4583333333333333,3998.085700809539
0.5,3997.9118552468026
0.5416666666666666,3997.738039916873
0.5833333333333334,3997.5642548105493
0.625,3997.3904999186375
0.6666666666666666,3997.2167752319447
0.7083333333333334,3997.0430807412836
0.75,3996.86941643747
0.7916666666666666,3996.695782311325
0.8333333333333334,3996.522178353672
0.875,3996.3486045553395
0.9166666666666666,3996.17506090716
0.9583333333333334,3996.0015473999692
1.0,3995.8280640246076
1.0416666666666667,3995.654610771919
1.0833333333333333,3995.481187632752
1.125,3995.3077945979585
1.1666666666666667,3995.1344316583945
1.2083333333333333,3994.96109880492
1.25,3994.787796028399
1.2916666666666667,3994.614523319699
1.3333333333333333,3994.441280669693
1.375,3994.268068069256
1.4166666666666667,3994.094885509268
1.4583333333333333,3993.9217329806124
1.5,3993.748610474178
1.5416666666666667,3993.5755179808557
1.5833333333333333,3993.4024554915413
1.625,3993.229422997134
1.6666666666666667,3993.0564204885377
1.7083333333333333,3992.88344795666
1.75,3992.710505392412
1.7916666666666667,3992.537592786709
1.8333333333333333,3992.3647101304705
1.875,3992.1918574146193
1.9166666666666667,3992.0190346300833
1.9583333333333333,3991.846241767793
2.0,3991.673478818683
2.0416666666666665,3991.500745773693
2.0833333333333335,3991.3280426237648
2.125,3991.1553693598466
2.1666666666666665,3990.9827259728877
2.2083333333333335,3990.8101124538434
2.25,3990.6375287936717
2.2916666666666665,3990.4649749833357
2.3333333333333335,3990.292451013801
2.375,3990.1199568760376
2.4166666666666665,3989.94749256102
2.4583333333333335,3989.775058059727
2.5,3989.60265336314
2.5416666666666665,3989.4302784622437
2.5833333333333335,3989.257933348029
2.625,3989.085618011489
2.6666666666666665,3988.913332443621
2.7083333333333335,3988.7410766354274
2.75,3988.568850577912
2.7916666666666665,3988.396654262085
2.8333333333333335,3988.224487678959
2.875,3988.052350819551
2.9166666666666665,3987.880243674882
2.9583333333333335,3987.7081662359756
3.0,3987.536118493862
3.0416666666666665,3987.3641004395718
3.0833333333333335,3987.1921120641423
3.125,3987.0201533586137
3.1666666666666665,3986.8482243140297
3.2083333333333335,3986.676324921438
3.25,3986.5044551718906
3.2916666666666665,3986.3326150564426
3.3333333333333335,3986.1608045661537
3.375,3985.989023692088
3.4166666666666665,3985.817272425311
3.4583333333333335,3985.6455507568944
3.5,3985.4738586779135
3.5416666666666665,3985.3021961794466
3.5833333333333335,3985.130563252576
3.625,3984.958959888388
3.6666666666666665,3984.787386077973
3.7083333333333335,3984.6158418124255
3.75,3984.444327082843
3.7916666666666665,3984.2728418803263
3.8333333333333335,3984.1013861959814
3.875,3983.9299600209183
3.9166666666666665,3983.75856334625
3.9583333333333335,3983.587196163093
4.0,3983.415858462568
4.041666666666667,3983.2445502358
4.083333333333333,3983.0732714739174
4.125,3982.9020221680526
4.166666666666667,3982.7308023093415
4.208333333333333,3982.5596118889234
4.25,3982.388450897943
4.291666666666667,3982.2173193275476
4.333333333333333,3982.046217168888
4.375,3981.875144413119
4.416666666666667,3981.7041010514004
4.458333333333333,3981.533087074895
4.5,3981.362102474768
4.541666666666667,3981.1911472421907
4.583333333333333,3981.020221368337
4.625,3980.8493248443842
4.666666666666667,3980.678457661515
4.708333333333333,3980.507619810914
4.75,3980.336811283771
4.791666666666667,3980.166032071278
4.833333333333333,3979.9952821646334
4.875,3979.824561555036
4.916666666666667,3979.653870233691
4.958333333333333,3979.4832081918066
5.0,3979.3125754205944
5.041666666666667,3979.14197191127
5.083333333333333,3978.971397655053
5.125,3978.800852643166
5.166666666666667,3978.630336866837
5.208333333333333,3978.4598503172956
5.25,3978.289392985777
5.291666666666667,3978.1189648635186
5.333333333333333,3977.948565941763
5.375,3977.7781962117556
5.416666666666667,3977.6078556647462
5.458333333333333,3977.4375442919873
5.5,3977.2672620847366
5.541666666666667,3977.0970090342544
5.583333333333333,3976.9267851318054
5.625,3976.7565903686573
5.666666666666667,3976.586424736082
5.708333333333333,3976.4162882253554
5.75,3976.246180827757
5.791666666666667,3976.07610253457
5.833333333333333,3975.9060533370803
5.875,3975.7360332265794
5.916666666666667,3975.566042194361
5.958333333333333,3975.3960802317238
6.0,3975.2261473299686
6.041666666666667,3975.0562434804015
6.083333333333333,3974.886368674331
6.125,3974.716522903071
