time,mass_initial,mass_remaining,mass_lost,mass_diff,error_percent,tolerance_percent,mass_loss_rp_mars,mass_loss_hydro_drag,mass_loss_surface_solid_marsRP
0.9861749999999999,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1.9723499999999998,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
2.958525,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
3.9446999999999997,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
4.9308749999999995,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
5.91705,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
6.903225,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
7.889399999999999,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
8.875575,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
9.861749999999999,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
10.847924999999998,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
11.834099999999998,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
12.820274999999999,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
13.806449999999998,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
14.792624999999997,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
15.778799999999999,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
16.764975,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
17.75115,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
18.737325,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
19.723499999999998,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
20.709674999999997,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
21.695849999999997,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
22.682024999999996,1e-08,1e-08,0.0,0.0,0.0,0.5,0.0,0.0,0.0
