time,mass_initial,mass_remaining,mass_lost,mass_diff,error_percent,tolerance_percent,mass_loss_rp_mars,mass_loss_hydro_drag,mass_loss_surface_solid_marsRP
366068.16,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
378691.2,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
391314.24,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
403937.28,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
416560.32,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
429183.36,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
441806.4,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
454429.44,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
467052.48000000004,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
479675.52,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
492298.56,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
504921.60000000003,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
517544.64,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
530167.68,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
542790.7200000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
555413.7600000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
568036.8,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
580659.8400000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
593282.8800000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
605905.92,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
618528.9600000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
631152.0000000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
643775.04,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
656398.0800000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
669021.1200000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
681644.16,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
694267.2000000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
706890.2400000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
719513.28,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
732136.3200000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
744759.3600000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
757382.4000000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
770005.4400000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
782628.4800000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
795251.5200000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
807874.56,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
820497.6000000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
833120.6400000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
845743.68,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
858366.7200000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
870989.7600000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
883612.8,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
896235.8400000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
908858.8800000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
921481.9200000002,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
934104.9600000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
946728.0000000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
959351.0400000002,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
971974.0800000001,1e-05,1e-05,0.0,0.0,0.0,0.5,0.0,0.0,0.0
