time,mass_initial,mass_remaining,mass_lost,error_percent
63115.2,1e-05,9.487926335617194e-06,5.120736643828077e-07,5.293955920339376e-15
126230.4,1e-05,9.460845396773228e-06,5.391546032267727e-07,3.1763735522036263e-15
189345.59999999998,1e-05,9.459356962243366e-06,5.406430377566351e-07,3.1763735522036263e-15
252460.8,1e-05,9.459267239502077e-06,5.407327604979246e-07,5.293955920339376e-15
315576.0,1e-05,9.459254105128854e-06,5.407458948711469e-07,2.1175823681357505e-15
378691.19999999995,1e-05,9.459245164888735e-06,5.40754835111266e-07,0.0
441806.39999999997,1e-05,9.45923645432908e-06,5.407635456709214e-07,8.470329472543002e-15
504921.6,1e-05,9.459227756347263e-06,5.407722436527378e-07,4.235164736271501e-15
568036.7999999999,1e-05,9.459227280020144e-06,5.407727199798577e-07,8.470329472543002e-15
631152.0,1e-05,9.459227253935051e-06,5.407727460649496e-07,0.0
694267.2,1e-05,9.459227252506554e-06,5.40772747493447e-07,0.0
757382.3999999999,1e-05,9.459227252428325e-06,5.407727475716758e-07,2.1175823681357505e-15
820497.6,1e-05,9.459227252424041e-06,5.407727475759599e-07,0.0
883612.7999999999,1e-05,9.459227252423807e-06,5.407727475761945e-07,8.470329472543002e-15
946728.0,1e-05,9.459227252423794e-06,5.407727475762073e-07,1.0587911840678752e-15
1009843.2,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1072958.4,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1136073.5999999999,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1199188.8,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1262304.0,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1325419.2,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1388534.4,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1451649.5999999999,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1514764.7999999998,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1577880.0,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1640995.2,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1704110.4,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1767225.5999999999,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1830340.7999999998,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1893456.0,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
1956571.2,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2019686.4,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2082801.5999999999,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2145916.8,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2209032.0,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2272147.1999999997,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2335262.4,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2398377.6,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2461492.8,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2524608.0,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2587723.1999999997,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2650838.4,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2713953.6,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2777068.8,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2840184.0,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2903299.1999999997,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
2966414.4,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
3029529.5999999996,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
3092644.8,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
3155760.0,1e-05,9.459227252423794e-06,5.40772747576208e-07,8.470329472543002e-15
