time,mass_initial,mass_remaining,mass_lost,mass_diff,error_percent,tolerance_percent,mass_loss_rp_mars,mass_loss_hydro_drag,mass_loss_surface_solid_marsRP,mass_loss_tau_clip_spill
9.86175,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.4019569130624928,0.5,0.0,0.0,0.0,0.0
19.7235,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.40204385174611196,0.5,0.0,0.0,0.0,0.0
29.585250000000002,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.3321971403152123,0.5,0.0,0.0,0.0,0.0
39.447,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.323632799243804,0.5,0.0,0.0,0.0,0.0
49.30875,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.31786090495492386,0.5,0.0,0.0,0.0,0.0
59.170500000000004,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.31360153033739585,0.5,0.0,0.0,0.0,0.0
69.03225,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.31027528697048395,0.5,0.0,0.0,0.0,0.0
78.894,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.30757438100348095,0.5,0.0,0.0,0.0,0.0
88.75575,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.30531744355382234,0.5,0.0,0.0,0.0,0.0
98.6175,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.30338946927063926,0.5,0.0,0.0,0.0,0.0
108.47925000000001,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.30171341671965096,0.5,0.0,0.0,0.0,0.0
118.34100000000001,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.3002354199734493,0.5,0.0,0.0,0.0,0.0
128.20275,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.2989165010798437,0.5,0.0,0.0,0.0,0.0
138.0645,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.29772764826548864,0.5,0.0,0.0,0.0,0.0
147.92625,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.29664675200426377,0.5,0.0,0.0,0.0,0.0
157.788,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.29565662164757783,0.5,0.0,0.0,0.0,0.0
167.64975,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.29474365849066275,0.5,0.0,0.0,0.0,0.0
177.5115,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.29389694260155175,0.5,0.0,0.0,0.0,0.0
187.37325,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.2931075888401783,0.5,0.0,0.0,0.0,0.0
197.235,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.29236828289524,0.5,0.0,0.0,0.0,0.0
207.09675000000001,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.291672940643987,0.5,0.0,0.0,0.0,0.0
216.95850000000002,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.29101645382018687,0.5,0.0,0.0,0.0,0.0
226.82025000000002,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.29039449724425803,0.5,0.0,0.0,0.0,0.0
236.68200000000002,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.2898033807210869,0.5,0.0,0.0,0.0,0.0
246.54375000000002,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.2892399338507047,0.5,0.0,0.0,0.0,0.0
256.4055,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.28870141543138095,0.5,0.0,0.0,0.0,0.0
266.26725,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.28818544147342945,0.5,0.0,0.0,0.0,0.0
276.129,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.28768992746275196,0.5,0.0,0.0,0.0,0.0
285.99075000000005,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.28721304165204364,0.5,0.0,0.0,0.0,0.0
295.8525000000001,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.28675316697055625,0.5,0.0,0.0,0.0,0.0
305.71425,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.28630886973240066,0.5,0.0,0.0,0.0,0.0
315.576,5.42351384978492e-07,5.42351384978492e-07,0.0,0.0,0.2858788737520491,0.5,0.0,0.0,0.0,0.0
