order,map_id,case_id,param_x_name,param_x_value,param_y_name,param_y_value,partition_index,partition_count,total_mass_lost_Mmars,mass_per_r2,s_min_effective,s_min_config,s_min_effective_gt_config,beta_at_smin,beta_threshold,s_blow_m,rho_used,Q_pr_used,T_M_used,outdir,run_status,case_status,message
250,3,alpha_3.0__smin_1e-9,alpha,3.0,s_min,1.0023075482838644e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.0023075482838644e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1e-9/out,success,failed,
251,3,alpha_3.0__smin_1.01e-9,alpha,3.0,s_min,1.0115911122238298e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.0115911122238298e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.01e-9/out,success,failed,
252,3,alpha_3.0__smin_1.02e-9,alpha,3.0,s_min,1.0209606623060476e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.0209606623060476e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.02e-9/out,success,failed,
253,3,alpha_3.0__smin_1.03e-9,alpha,3.0,s_min,1.0304169949505896e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.0304169949505896e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.03e-9/out,success,failed,
254,3,alpha_3.0__smin_1.04e-9,alpha,3.0,s_min,1.0399609139541182e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.0399609139541182e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.04e-9/out,success,failed,
255,3,alpha_3.0__smin_1.05e-9,alpha,3.0,s_min,1.0495932305582266e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.0495932305582266e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.05e-9/out,success,failed,
256,3,alpha_3.0__smin_1.06e-9,alpha,3.0,s_min,1.05931476351837e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.05931476351837e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.06e-9/out,success,failed,
257,3,alpha_3.0__smin_1.07e-9,alpha,3.0,s_min,1.0691263391734772e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.0691263391734772e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.07e-9/out,success,failed,
258,3,alpha_3.0__smin_1.08e-9,alpha,3.0,s_min,1.0790287915161858e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.0790287915161858e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.08e-9/out,success,failed,
259,3,alpha_3.0__smin_1.09e-9,alpha,3.0,s_min,1.0890229622637282e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.0890229622637282e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.09e-9/out,success,failed,
260,3,alpha_3.0__smin_1.1e-9,alpha,3.0,s_min,1.099109700929496e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.099109700929496e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.1e-9/out,success,failed,
261,3,alpha_3.0__smin_1.11e-9,alpha,3.0,s_min,1.1092898648952228e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.1092898648952228e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.11e-9/out,success,failed,
262,3,alpha_3.0__smin_1.12e-9,alpha,3.0,s_min,1.1195643194838794e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.1195643194838794e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.12e-9/out,success,failed,
263,3,alpha_3.0__smin_1.13e-9,alpha,3.0,s_min,1.129933938033224e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.129933938033224e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.13e-9/out,success,failed,
264,3,alpha_3.0__smin_1.14e-9,alpha,3.0,s_min,1.1403996019700307e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.1403996019700307e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.14e-9/out,success,failed,
265,3,alpha_3.0__smin_1.15e-9,alpha,3.0,s_min,1.1509622008850311e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.1509622008850311e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.15e-9/out,success,failed,
266,3,alpha_3.0__smin_1.16e-9,alpha,3.0,s_min,1.1616226326085018e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.1616226326085018e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.16e-9/out,success,failed,
267,3,alpha_3.0__smin_1.17e-9,alpha,3.0,s_min,1.1723818032865997e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.1723818032865997e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.17e-9/out,success,failed,
268,3,alpha_3.0__smin_1.18e-9,alpha,3.0,s_min,1.1832406274583805e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.1832406274583805e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.18e-9/out,success,failed,
269,3,alpha_3.0__smin_1.19e-9,alpha,3.0,s_min,1.19420002813353e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.19420002813353e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.19e-9/out,success,failed,
270,3,alpha_3.0__smin_1.21e-9,alpha,3.0,s_min,1.2052609368708414e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.2052609368708414e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.21e-9/out,success,failed,
271,3,alpha_3.0__smin_1.22e-9,alpha,3.0,s_min,1.2164242938573679e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.2164242938573679e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.22e-9/out,success,failed,
272,3,alpha_3.0__smin_1.23e-9,alpha,3.0,s_min,1.2276910479883605e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.2276910479883605e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.23e-9/out,success,failed,
273,3,alpha_3.0__smin_1.24e-9,alpha,3.0,s_min,1.2390621569479182e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.2390621569479182e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.24e-9/out,success,failed,
274,3,alpha_3.0__smin_1.25e-9,alpha,3.0,s_min,1.2505385872903888e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.2505385872903888e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.25e-9/out,success,failed,
275,3,alpha_3.0__smin_1.26e-9,alpha,3.0,s_min,1.2621213145225461e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.2621213145225461e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.26e-9/out,success,failed,
276,3,alpha_3.0__smin_1.27e-9,alpha,3.0,s_min,1.2738113231864784e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.2738113231864784e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.27e-9/out,success,failed,
277,3,alpha_3.0__smin_1.29e-9,alpha,3.0,s_min,1.2856096069432965e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.2856096069432965e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.29e-9/out,success,failed,
278,3,alpha_3.0__smin_1.3e-9,alpha,3.0,s_min,1.2975171686575896e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.2975171686575896e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.3e-9/out,success,failed,
279,3,alpha_3.0__smin_1.31e-9,alpha,3.0,s_min,1.309535020482665e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.309535020482665e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.31e-9/out,success,failed,
280,3,alpha_3.0__smin_1.32e-9,alpha,3.0,s_min,1.3216641839466038e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.3216641839466038e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.32e-9/out,success,failed,
281,3,alpha_3.0__smin_1.33e-9,alpha,3.0,s_min,1.3339056900390587e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.3339056900390587e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.33e-9/out,success,failed,
282,3,alpha_3.0__smin_1.35e-9,alpha,3.0,s_min,1.346260579298911e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.346260579298911e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.35e-9/out,success,failed,
283,3,alpha_3.0__smin_1.36e-9,alpha,3.0,s_min,1.358729901902712e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.358729901902712e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.36e-9/out,success,failed,
284,3,alpha_3.0__smin_1.37e-9,alpha,3.0,s_min,1.3713147177539429e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.3713147177539429e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.37e-9/out,success,failed,
285,3,alpha_3.0__smin_1.38e-9,alpha,3.0,s_min,1.3840160965731302e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.3840160965731302e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.38e-9/out,success,failed,
286,3,alpha_3.0__smin_1.4e-9,alpha,3.0,s_min,1.3968351179887398e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.3968351179887398e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.4e-9/out,success,failed,
287,3,alpha_3.0__smin_1.41e-9,alpha,3.0,s_min,1.4097728716289678e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.4097728716289678e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.41e-9/out,success,failed,
288,3,alpha_3.0__smin_1.42e-9,alpha,3.0,s_min,1.4228304572143548e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.4228304572143548e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.42e-9/out,success,failed,
289,3,alpha_3.0__smin_1.44e-9,alpha,3.0,s_min,1.4360089846512578e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.4360089846512578e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.44e-9/out,success,failed,
290,3,alpha_3.0__smin_1.45e-9,alpha,3.0,s_min,1.449309574126215e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.449309574126215e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.45e-9/out,success,failed,
291,3,alpha_3.0__smin_1.46e-9,alpha,3.0,s_min,1.4627333562011299e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.4627333562011299e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.46e-9/out,success,failed,
292,3,alpha_3.0__smin_1.48e-9,alpha,3.0,s_min,1.476281471909391e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.476281471909391e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.48e-9/out,success,failed,
293,3,alpha_3.0__smin_1.49e-9,alpha,3.0,s_min,1.4899550728528567e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.4899550728528567e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.49e-9/out,success,failed,
294,3,alpha_3.0__smin_1.5e-9,alpha,3.0,s_min,1.5037553212997353e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.5037553212997353e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.5e-9/out,success,failed,
295,3,alpha_3.0__smin_1.52e-9,alpha,3.0,s_min,1.5176833902834037e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.5176833902834037e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.52e-9/out,success,failed,
296,3,alpha_3.0__smin_1.53e-9,alpha,3.0,s_min,1.5317404637020798e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.5317404637020798e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.53e-9/out,success,failed,
297,3,alpha_3.0__smin_1.55e-9,alpha,3.0,s_min,1.5459277364194785e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.5459277364194785e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.55e-9/out,success,failed,
298,3,alpha_3.0__smin_1.56e-9,alpha,3.0,s_min,1.560246414366371e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.560246414366371e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.56e-9/out,success,failed,
299,3,alpha_3.0__smin_1.57e-9,alpha,3.0,s_min,1.5746977146430836e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.5746977146430836e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.57e-9/out,success,failed,
300,3,alpha_3.0__smin_1.59e-9,alpha,3.0,s_min,1.5892828656229764e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.5892828656229764e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.59e-9/out,success,failed,
301,3,alpha_3.0__smin_1.6e-9,alpha,3.0,s_min,1.6040031070568199e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.6040031070568199e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.6e-9/out,success,failed,
302,3,alpha_3.0__smin_1.62e-9,alpha,3.0,s_min,1.6188596901781993e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.6188596901781993e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.62e-9/out,success,failed,
303,3,alpha_3.0__smin_1.63e-9,alpha,3.0,s_min,1.6338538778098638e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.6338538778098638e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.63e-9/out,success,failed,
304,3,alpha_3.0__smin_1.65e-9,alpha,3.0,s_min,1.6489869444710683e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.6489869444710683e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.65e-9/out,success,failed,
305,3,alpha_3.0__smin_1.66e-9,alpha,3.0,s_min,1.6642601764859018e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.6642601764859018e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.66e-9/out,success,failed,
306,3,alpha_3.0__smin_1.68e-9,alpha,3.0,s_min,1.6796748720926532e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.6796748720926532e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.68e-9/out,success,failed,
307,3,alpha_3.0__smin_1.7e-9,alpha,3.0,s_min,1.6952323415541214e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.6952323415541214e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.7e-9/out,success,failed,
308,3,alpha_3.0__smin_1.71e-9,alpha,3.0,s_min,1.710933907269017e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.710933907269017e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.71e-9/out,success,failed,
309,3,alpha_3.0__smin_1.73e-9,alpha,3.0,s_min,1.7267809038843595e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.7267809038843595e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.73e-9/out,success,failed,
310,3,alpha_3.0__smin_1.74e-9,alpha,3.0,s_min,1.7427746784089174e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.7427746784089174e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.74e-9/out,success,failed,
311,3,alpha_3.0__smin_1.76e-9,alpha,3.0,s_min,1.7589165903277325e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.7589165903277325e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.76e-9/out,success,failed,
312,3,alpha_3.0__smin_1.78e-9,alpha,3.0,s_min,1.775208011717636e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.775208011717636e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.78e-9/out,success,failed,
313,3,alpha_3.0__smin_1.79e-9,alpha,3.0,s_min,1.7916503273639031e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.7916503273639031e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.79e-9/out,success,failed,
314,3,alpha_3.0__smin_1.81e-9,alpha,3.0,s_min,1.8082449348779554e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.8082449348779554e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.81e-9/out,success,failed,
315,3,alpha_3.0__smin_1.82e-9,alpha,3.0,s_min,1.8249932448161504e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.8249932448161504e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.82e-9/out,success,failed,
316,3,alpha_3.0__smin_1.84e-9,alpha,3.0,s_min,1.8418966807997109e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.8418966807997109e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.84e-9/out,success,failed,
317,3,alpha_3.0__smin_1.86e-9,alpha,3.0,s_min,1.8589566796356882e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.8589566796356882e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.86e-9/out,success,failed,
318,3,alpha_3.0__smin_1.88e-9,alpha,3.0,s_min,1.876174691439123e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.876174691439123e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.88e-9/out,success,failed,
319,3,alpha_3.0__smin_1.89e-9,alpha,3.0,s_min,1.893552179756299e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.893552179756299e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.89e-9/out,success,failed,
320,3,alpha_3.0__smin_1.91e-9,alpha,3.0,s_min,1.911090621689136e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.911090621689136e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.91e-9/out,success,failed,
321,3,alpha_3.0__smin_1.93e-9,alpha,3.0,s_min,1.928791508020778e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.928791508020778e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.93e-9/out,success,failed,
322,3,alpha_3.0__smin_1.95e-9,alpha,3.0,s_min,1.946656343342263e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.946656343342263e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.95e-9/out,success,failed,
323,3,alpha_3.0__smin_1.96e-9,alpha,3.0,s_min,1.9646866461804484e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.9646866461804484e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.96e-9/out,success,failed,
324,3,alpha_3.0__smin_1.98e-9,alpha,3.0,s_min,1.9828839491270756e-09,2,4,3.46725291992476e-12,,0.009000000000000001,1.9828839491270756e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_1.98e-9/out,success,failed,
325,3,alpha_3.0__smin_2e-9,alpha,3.0,s_min,2.001249798969035e-09,2,4,3.46725291992476e-12,,0.009000000000000001,2.001249798969035e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_2e-9/out,success,failed,
326,3,alpha_3.0__smin_2.02e-9,alpha,3.0,s_min,2.0197857568198783e-09,2,4,3.46725291992476e-12,,0.009000000000000001,2.0197857568198783e-09,True,2.705929686959806e-05,0.5,4.870673436527652e-07,2500.0,1.0,2000.0,/Users/daichi/marsshearingsheet/sweeps/map3/map3/alpha_3.0__smin_2.02e-9/out,success,failed,
