time,mass_initial,mass_remaining,mass_lost,error_percent
9861.75,1e-06,9.999999933558447e-07,6.644155299393974e-15,6.20110352062684e-15
19723.5,1e-06,9.999999866462562e-07,1.3353743703834346e-14,6.610692566619892e-15
29585.25,1e-06,9.999999799360235e-07,2.0063976384975364e-14,8.608062819546164e-15
39447.0,1e-06,9.999999732257846e-07,2.677421540987291e-14,9.671333092725012e-15
49308.75,1e-06,9.999999665155454e-07,3.3484454497233126e-14,8.154651445862818e-15
59170.5,1e-06,9.999999598053063e-07,4.0194693585208376e-14,4.743308920389765e-15
69032.25,1e-06,9.999999530950673e-07,4.690493267318968e-14,1.3313611808302258e-15
78894.0,1e-06,9.999999463848282e-07,5.361517176117104e-14,2.080592869616555e-15
88755.75,1e-06,9.999999396745892e-07,6.032541084915241e-14,5.4925469200633355e-15
98617.5,1e-06,9.999999329643501e-07,6.703564993713377e-14,8.904500339421392e-15
108479.25,1e-06,9.999999262541108e-07,7.374588902511513e-14,8.85936992257806e-15
118341.0,1e-06,9.999999195438718e-07,8.045612811309648e-14,5.4474165032200035e-15
128202.75,1e-06,9.999999128336327e-07,8.716636720107784e-14,2.035463083861947e-15
138064.5,1e-06,9.999999061233937e-07,9.38766062890592e-14,1.3764903354961094e-15
147926.25,1e-06,9.999998994131546e-07,1.0058684537704056e-13,4.788443754854166e-15
157788.0,1e-06,9.999998927029156e-07,1.0729708446502192e-13,8.200397174212222e-15
167649.75,1e-06,9.999998859926763e-07,1.1400732355300328e-13,9.56347308778723e-15
177511.5,1e-06,9.999998792824373e-07,1.2071756264098464e-13,6.151519668429173e-15
187373.25,1e-06,9.999998725721982e-07,1.2742780172896602e-13,2.73956372471622e-15
197235.0,1e-06,9.999998658619591e-07,1.3413804081694738e-13,6.723896946418366e-16
207096.75,1e-06,9.9999985915172e-07,1.4084827990492876e-13,4.08434563835479e-15
216958.5,1e-06,9.99999852441481e-07,1.4755851899291012e-13,7.496299057712846e-15
226820.25,1e-06,9.999998457312418e-07,1.542687580808915e-13,1.0267568679931709e-14
236682.0,1e-06,9.999998390210027e-07,1.6097899716887286e-13,6.8556152605736526e-15
246543.75,1e-06,9.999998323107637e-07,1.6768923625685425e-13,3.4436593168606994e-15
256405.5,1e-06,9.999998256005246e-07,1.743994753448356e-13,3.1705897502642906e-17
266267.25,1e-06,9.999998188902856e-07,1.8110971443281697e-13,3.3802475218554136e-15
276129.0,1e-06,9.999998121800465e-07,1.8781995352079835e-13,6.792203465568367e-15
285990.75,1e-06,9.999998054698074e-07,1.9453019260877973e-13,1.020415940928132e-14
295852.5,1e-06,9.999997987595682e-07,2.012404316967611e-13,7.559710852718132e-15
305714.25,1e-06,9.999997920493291e-07,2.0795067078474245e-13,4.1477574333600756e-15
315576.0,1e-06,9.9999978533909e-07,2.1466090987272383e-13,7.358014896471224e-16
