orbit_index,time_s,time_s_end,t_orb_s,M_out_orbit,M_sink_orbit,M_loss_orbit,M_out_per_orbit,M_sink_per_orbit,M_loss_per_orbit,mass_loss_frac_per_orbit,M_out_cum,M_sink_cum,M_loss_cum,r_RM,T_M,slope_dlnM_dlnr
75,1729868.4410646386,1723143.5164090858,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3920.0833071803486,
76,1749866.920152091,1746118.7632945403,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3919.1910895385213,
77,1769865.3992395436,1769094.0101799949,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3918.299682320565,
78,1799863.1178707222,1792069.2570654494,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3916.9640925969998,
79,1819861.5969581746,1815044.5039509037,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3916.0747106875,
80,1839860.0760456272,1838019.7508363584,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3915.1861356431264,
81,1869857.7946768058,1860994.9977218127,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3913.854783851407,
82,1889856.2737642583,1883970.2446072672,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3912.968219957721,
83,1909854.752851711,1906945.4914927217,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3912.082460489916,
84,1939852.4714828895,1929920.7383781762,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3910.7553211357317,
85,1959850.950570342,1952895.9852636305,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3909.8715645933275,
86,1979849.4296577945,1975871.2321490853,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3908.988603060554,
87,1999847.908745247,1998846.4790345395,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3908.1064402933,
88,2029845.6273764255,2021821.725919994,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3906.7846852795637,
89,2049844.1064638782,2044796.9728054486,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3905.904511238557,
90,2069842.5855513306,2067772.219690903,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3905.025126529048,
91,2099840.3041825094,2090747.4665763576,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3903.707535984041,
92,2119838.783269962,2113722.713461812,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3902.830126195969,
93,2139837.2623574142,2136697.9603472664,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3901.953509319097,
94,2159835.7414448666,2159673.2072327207,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3901.0776761530524,
95,2189833.4600760452,2182648.4541181754,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3899.7654024859908,
96,2209831.9391634976,2205623.7010036297,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3898.891530316123,
97,2229830.4182509505,2228598.9478890845,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3898.0184455213475,
98,2259828.136882129,2251574.1947745387,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3896.710277565861,
99,2279826.6159695815,2274549.4416599935,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3895.839144650988,
100,2299825.095057034,2297524.688545448,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3894.968785213839,
101,2329822.8136882125,2320499.935430902,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3893.6647089109274,
102,2349821.292775665,2343475.182316357,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3892.7962903312614,
103,2369819.771863118,2366450.4292018116,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3891.9286509312547,
104,2389818.25095057,2389425.676087266,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3891.06177959067,
105,2419815.969581749,2412400.92297272,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3889.762925240532,
106,2439814.448669201,2435376.169858175,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3888.8979812245875,
107,2459812.9277566536,2458351.416743629,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3888.0338108953256,
108,2489810.6463878322,2481326.6636290834,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3886.7389891469957,
109,2509809.125475285,2504301.910514538,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3885.8767343802097,
110,2529807.6045627375,2527277.157399993,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3885.0152406726042,
111,2559805.323193916,2550252.404285447,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3883.7244365755196,
112,2579803.8022813685,2573227.6511709015,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3882.864850834933,
113,2599802.281368821,2596202.898056356,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3882.006027606288,
114,2619800.7604562733,2619178.1449418105,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3881.1479601928063,
115,2649798.4790874524,2642153.3918272653,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3879.8622854884356,
116,2669796.958174905,2665128.6387127195,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3879.0061127932595,
117,2689795.437262357,2688103.885598174,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3878.1506972748616,
118,2719793.155893536,2711079.1324836286,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3876.8689852627044,
119,2739791.634980988,2734054.379369083,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3876.0154515031586,
120,2759790.1140684406,2757029.626254537,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3875.162668208274,
121,2789787.8326996197,2780004.873139992,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3873.8849001984004,
122,2809786.311787072,2802980.1200254466,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3873.0339912671598,
123,2829784.7908745245,2825955.366910901,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3872.183828627875,
124,2849783.269961977,2848930.613796355,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3871.334411321485,
125,2879780.9885931555,2871905.8606818095,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3870.061682526055,
126,2899779.467680608,2894881.107567264,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3869.214126666187,
127,2919777.9467680603,2917856.3544527185,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3868.367311915453,
128,2949775.6653992394,2940831.6013381733,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3867.0984791088413,
129,2969774.144486692,2963806.848223628,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3866.2535131591117,
130,2989772.623574144,2986782.0951090823,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3865.409287315951,
131,3009771.1026615966,3009757.3419945366,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3864.5657974500964,
132,3039768.821292775,3032732.588879991,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3863.3019424881422,
133,3059767.3003802276,3055707.8357654456,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3862.4602887490505,
134,3079765.7794676805,3078683.0826509004,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3861.6193700937165,
135,3109763.498098859,3101658.3295363546,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3860.359360793743,
136,3129761.9771863115,3124633.576421809,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3859.520271141566,
137,3149760.456273764,3147608.8233072637,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3858.6819069583385,
138,3179758.1749049425,3170584.070192718,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3857.4257285744598,
139,3199756.653992395,3193559.317078172,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3856.589181052861,
140,3219755.133079848,3216534.563963627,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3855.753363509036,
141,3239753.6121673,3239509.8108490817,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3854.918266447615,
142,3269751.330798479,3262485.057734536,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3853.666979479886,
143,3289749.809885931,3285460.3046199903,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3852.833686718976,
144,3309748.2889733836,3308435.5515054446,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3852.0011190188143,
145,3339746.007604562,3331410.7983908993,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3850.753610051126,
146,3359744.486692015,3354386.045276354,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3849.9228380769696,
147,3379742.9657794675,3377361.2921618083,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3849.092777980424,
148,3409740.684410646,3400336.5390472626,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3847.8490347993575,
149,3429739.1634980985,3423311.7859327174,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3847.0207616857356,
150,3449737.642585551,3446287.0328181717,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3846.193205306676,
151,3469736.1216730033,3469262.279703626,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3845.3663559918496,
152,3499733.8403041824,3492237.526589081,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3844.127419926326,
153,3519732.319391635,3515212.7734745354,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3843.3023455687994,
154,3539730.798479087,3538188.0203599897,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3842.477983066832,
155,3569728.517110266,3561163.267245444,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3841.2427600541746,
156,3589726.996197718,3584138.5141308988,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3840.4201614916306,
157,3609725.4752851706,3607113.761016353,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3839.5982643340817,
158,3639723.1939163497,3630089.007901808,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3838.366740788497,
159,3659721.673003802,3653064.254787262,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3837.546600904877,
160,3679720.1520912545,3676039.501672717,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3836.7271628577987,
161,3699718.631178707,3699014.748558171,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3835.908421551032,
162,3729716.3498098855,3721989.9954436254,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3834.6816228492758,
163,3749714.828897338,3744965.2423290797,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3833.8646270348586,
164,3769713.3079847903,3767940.4892145344,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3833.0483283139656,
165,3799711.0266159694,3790915.736099989,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3831.8251810652764,
166,3819709.505703422,3813890.9829854434,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3831.010616223524,
167,3839707.984790874,3836866.2298708977,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3830.1967434459816,
168,3869705.703422053,3859841.4767563525,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3828.9772300806535,
169,3889704.182509505,3882816.7236418067,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3828.165084686898,
170,3909702.6615969576,3905791.970527261,22975.24688545448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3827.3536266189353,
