map_id,case_id,run_status,case_status,param_x_name,param_x_value,param_y_name,param_y_value,partition_index,partition_count,total_mass_lost_Mmars,mass_per_r2,s_min_effective,s_min_config,s_min_effective_gt_config,beta_at_smin,beta_threshold,s_blow_m,rho_used,Q_pr_used,T_M_used,outdir,message
1,rRM_1.0__TM_1e+3,cached,blowout,r_RM,1.0,T_M,1000.0,1,1,1.7737256449848305e-13,1.7737256449848305e-13,3.0441708978297824e-08,1e-07,False,0.5,0.5,3.0441708978297824e-08,2500.0,1.0,1000.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1e+3/out,
1,rRM_1.0__TM_1.05e+3,cached,blowout,r_RM,1.0,T_M,1050.0,1,1,1.7738483037731974e-13,1.7738483037731974e-13,3.700208752380211e-08,1e-07,False,0.5,0.5,3.700208752380211e-08,2500.0,1.0,1050.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.05e+3/out,
1,rRM_1.0__TM_1.1e+3,cached,blowout,r_RM,1.0,T_M,1100.0,1,1,1.7739462867468904e-13,1.7739462867468904e-13,4.456970611512584e-08,1e-07,False,0.5,0.5,4.456970611512584e-08,2500.0,1.0,1100.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.1e+3/out,
1,rRM_1.0__TM_1.15e+3,cached,blowout,r_RM,1.0,T_M,1150.0,1,1,1.7740734703014125e-13,1.7740734703014125e-13,5.324273926372401e-08,1e-07,False,0.5,0.5,5.324273926372401e-08,2500.0,1.0,1150.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.15e+3/out,
1,rRM_1.0__TM_1.2e+3,cached,blowout,r_RM,1.0,T_M,1200.0,1,1,1.7741297520651088e-13,1.7741297520651088e-13,6.312392773739837e-08,1e-07,False,0.5,0.5,6.312392773739837e-08,2500.0,1.0,1200.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.2e+3/out,
1,rRM_1.0__TM_1.25e+3,cached,blowout,r_RM,1.0,T_M,1250.0,1,1,1.7741761152379268e-13,1.7741761152379268e-13,7.432057856029743e-08,1e-07,False,0.5,0.5,7.432057856029743e-08,2500.0,1.0,1250.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.25e+3/out,
1,rRM_1.0__TM_1.3e+3,cached,failed,r_RM,1.0,T_M,1300.0,1,1,1.7744631979830245e-13,,0.009000000000000001,1e-07,True,4.8302536118286885e-06,0.5,8.69445650129164e-08,2500.0,1.0,1300.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.3e+3/out,
1,rRM_1.0__TM_1.35e+3,cached,failed,r_RM,1.0,T_M,1350.0,1,1,1.7744631979830245e-13,,0.009000000000000001,1e-07,True,5.617351479560962e-06,0.5,1.0111232663209732e-07,2500.0,1.0,1350.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.35e+3/out,
1,rRM_1.0__TM_1.4e+3,cached,failed,r_RM,1.0,T_M,1400.0,1,1,1.7744631979830245e-13,,0.009000000000000001,1e-07,True,6.496937178390494e-06,0.5,1.1694486921102891e-07,2500.0,1.0,1400.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.4e+3/out,
1,rRM_1.0__TM_1.45e+3,cached,failed,r_RM,1.0,T_M,1450.0,1,1,1.7744631979830245e-13,,0.009000000000000001,1e-07,True,7.475986933291479e-06,0.5,1.3456776479924664e-07,2500.0,1.0,1450.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.45e+3/out,
1,rRM_1.0__TM_1.5e+3,cached,failed,r_RM,1.0,T_M,1500.0,1,1,1.7744631979830245e-13,,0.009000000000000001,1e-07,True,8.561730650146261e-06,0.5,1.5411115170263272e-07,2500.0,1.0,1500.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.5e+3/out,
1,rRM_1.0__TM_1.55e+3,cached,failed,r_RM,1.0,T_M,1550.0,1,1,1.7744631979830245e-13,,0.009000000000000001,1e-07,True,9.76165191574534e-06,0.5,1.7570973448341615e-07,2500.0,1.0,1550.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.55e+3/out,
1,rRM_1.0__TM_1.6e+3,cached,failed,r_RM,1.0,T_M,1600.0,1,1,1.7744631979830245e-13,,0.009000000000000001,1e-07,True,1.1083487997787367e-05,0.5,1.9950278396017264e-07,2500.0,1.0,1600.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.6e+3/out,
1,rRM_1.0__TM_1.65e+3,cached,failed,r_RM,1.0,T_M,1650.0,1,1,1.7744631979830245e-13,,0.009000000000000001,1e-07,True,1.2535229844879143e-05,0.5,2.256341372078246e-07,2500.0,1.0,1650.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.65e+3/out,
1,rRM_1.0__TM_1.7e+3,cached,failed,r_RM,1.0,T_M,1700.0,1,1,1.7744631979830245e-13,,0.009000000000000001,1e-07,True,1.4125122086535623e-05,0.5,2.5425219755764125e-07,2500.0,1.0,1700.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.7e+3/out,
1,rRM_1.0__TM_1.75e+3,cached,failed,r_RM,1.0,T_M,1750.0,1,1,1.7744631979830245e-13,,0.009000000000000001,1e-07,True,1.5861663033179917e-05,0.5,2.8550993459723853e-07,2500.0,1.0,1750.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.75e+3/out,
1,rRM_1.0__TM_1.8e+3,cached,failed,r_RM,1.0,T_M,1800.0,1,1,1.7744631979830245e-13,,0.009000000000000001,1e-07,True,1.7753604676143288e-05,0.5,3.195648841705792e-07,2500.0,1.0,1800.0,/Users/daichi/marsshearingsheet/sweeps/map1/map1/rRM_1.0__TM_1.8e+3/out,
