r_over_Rmars,t_to_Tglass_yr,t_to_Tliquidus_yr
1.997324,0.000000,0.000000
2.002007,0.000000,0.000000
2.006689,0.000000,0.000000
2.011371,0.000000,0.000000
2.016054,0.000000,0.000000
2.020736,0.000000,0.000000
2.025418,0.000000,0.000000
2.030100,0.000000,0.000000
2.034783,0.000000,0.000000
2.039465,0.000000,0.000000
2.044147,0.000000,0.000000
2.048829,0.000000,0.000000
2.053512,0.000000,0.000000
2.058194,0.000000,0.000000
2.062876,0.000000,0.000000
2.067559,0.000000,0.000000
2.072241,0.000000,0.000000
2.076923,0.000000,0.000000
2.081605,0.000000,0.000000
2.086288,0.000000,0.000000
2.090970,0.000000,0.000000
2.095652,0.000000,0.000000
2.100334,0.000000,0.000000
2.105017,0.000000,0.000000
2.109699,0.000000,0.000000
2.114381,0.000000,0.000000
2.119064,0.000000,0.000000
2.123746,0.000000,0.000000
2.128428,0.000000,0.000000
2.133110,0.000000,0.000000
2.137793,0.000000,0.000000
2.142475,0.000000,0.000000
2.147157,0.000000,0.000000
2.151839,0.000000,0.000000
2.156522,0.000000,0.000000
2.161204,0.000000,0.000000
2.165886,0.000000,0.000000
2.170569,0.000000,0.000000
2.175251,0.000000,0.000000
2.179933,0.000000,0.000000
2.184615,0.000000,0.000000
2.189298,0.000000,0.000000
2.193980,0.000000,0.000000
2.198662,0.000000,0.000000
2.203344,0.000000,0.000000
2.208027,0.000000,0.000000
2.212709,0.000000,0.000000
2.217391,0.000000,0.000000
2.222074,0.000000,0.000000
2.226756,0.000000,0.000000
2.231438,0.000000,0.000000
2.236120,0.000000,0.000000
2.240803,0.000000,0.000000
2.245485,0.000000,0.000000
2.250167,0.000000,0.000000
2.254849,0.000000,0.000000
2.259532,0.000000,0.000000
2.264214,0.000000,0.000000
2.268896,0.000000,0.000000
2.273579,0.000000,0.000000
2.278261,0.000000,0.000000
2.282943,0.000000,0.000000
2.287625,0.000000,0.000000
2.292308,0.000000,0.000000
2.296990,0.000000,0.000000
2.301672,0.000000,0.000000
2.306355,0.000000,0.000000
2.311037,0.000000,0.000000
2.315719,0.000000,0.000000
2.320401,0.000000,0.000000
2.325084,0.000000,0.000000
2.329766,0.000000,0.000000
2.334448,0.000000,0.000000
2.339130,0.000000,0.000000
2.343813,0.000000,0.000000
2.348495,0.000000,0.000000
2.353177,0.000000,0.000000
2.357860,0.000000,0.000000
2.362542,0.000000,0.000000
2.367224,0.000000,0.000000
2.371906,0.000000,0.000000
2.376589,0.000000,0.000000
2.381271,0.000000,0.000000
2.385953,0.000000,0.000000
2.390635,0.000000,0.000000
2.395318,0.000000,0.000000
2.400000,0.000000,0.000000
