time,mass_initial,mass_remaining,mass_lost,error_percent
9861.75,1e-06,9.999999969876224e-07,3.0123775218027893e-15,7.565880060541322e-15
19723.5,1e-06,9.99999993747385e-07,6.252614948215967e-15,5.542661833422397e-15
29585.25,1e-06,9.99999990489912e-07,9.510087975308845e-15,6.273546668591639e-15
39447.0,1e-06,9.999999872311352e-07,1.2768864724227065e-14,4.277803362396294e-15
49308.75,1e-06,9.999999839722598e-07,1.6027740088251856e-14,8.705238492383634e-15
59170.5,1e-06,9.99999980713377e-07,1.9286622911643405e-14,8.34982667786717e-15
69032.25,1e-06,9.999999774544937e-07,2.254550629927054e-14,6.077496432071216e-15
78894.0,1e-06,9.999999741956103e-07,2.5804389729577143e-14,3.596942563809832e-15
88755.75,1e-06,9.999999709367268e-07,2.906327316311207e-14,1.4392211857680085e-15
98617.5,1e-06,9.999999676778434e-07,3.23221565968912e-14,6.940802140917935e-16
108479.25,1e-06,9.9999996441896e-07,3.558104003068879e-14,2.825535048344654e-15
118341.0,1e-06,9.999999611600764e-07,3.883992346448778e-14,4.956850411989472e-15
128202.75,1e-06,9.99999957901193e-07,4.209880689828688e-14,7.088154416037254e-15
138064.5,1e-06,9.999999546423095e-07,4.535769033208598e-14,9.219458420085036e-15
147926.25,1e-06,9.999999513834263e-07,4.861657376588509e-14,9.825061888313414e-15
157788.0,1e-06,9.999999481245428e-07,5.1875457199684196e-14,7.693758515354356e-15
167649.75,1e-06,9.999999448656594e-07,5.5134340633483304e-14,5.5624551423952974e-15
177511.5,1e-06,9.99999941606776e-07,5.83932240672824e-14,3.431151138347515e-15
187373.25,1e-06,9.999999383478925e-07,6.165210750108152e-14,1.299848396477181e-15
197235.0,1e-06,9.99999935089009e-07,6.491099093488061e-14,8.314568697480497e-16
207096.75,1e-06,9.999999318301256e-07,6.816987436867972e-14,2.9627596116183838e-15
216958.5,1e-06,9.99999928571242e-07,7.142875780247882e-14,5.094063615666166e-15
226820.25,1e-06,9.999999253123586e-07,7.468764123627794e-14,7.2253663575365e-15
236682.0,1e-06,9.999999220534752e-07,7.794652467007704e-14,9.356670361584283e-15
246543.75,1e-06,9.99999918794592e-07,8.120540810387614e-14,9.687849315725444e-15
256405.5,1e-06,9.999999155357085e-07,8.446429153767525e-14,7.55654657385511e-15
266267.25,1e-06,9.99999912276825e-07,8.772317497147435e-14,5.425242569807327e-15
276129.0,1e-06,9.999999090179416e-07,9.098205840527347e-14,3.293939827936993e-15
285990.75,1e-06,9.999999057590581e-07,9.424094183907257e-14,1.1626358238892107e-15
295852.5,1e-06,9.999999025001747e-07,9.749982527287167e-14,9.686681801585716e-16
305714.25,1e-06,9.999998992412912e-07,1.0075870870667078e-13,3.0999709220289057e-15
315576.0,1e-06,9.999998959824078e-07,1.0401759214046989e-13,5.231274926076688e-15
